physical_risk_id,counterparty_id,hazard_type,acute_risk_score,chronic_risk_score,exposure_amount_meur,bank_id,country,assessment_horizon,scenario_basis,data_source,hazard_category,high_risk_flag,financial_impact_meur,portfolio_pct,nace_code
PR000399,CP00199,wildfire,2,4,1367.47,BANK03,LU,2050,RCP_4.5,ECB_climate_indicators,acute,True,78.79,5.677,F41
PR000400,CP00200,windstorm,3,1,4.9,BANK03,BE,2050,RCP_8.5,ECB_climate_indicators,acute,False,0.34,0.02,N78
PR000401,CP00200,drought,3,5,4.9,BANK03,BE,2050,RCP_8.5,ECB_climate_indicators,chronic,True,0.19,0.02,N78
PR000402,CP00200,heatwave,1,1,4.9,BANK03,BE,2050,RCP_2.6,ECB_climate_indicators,acute,False,0.15,0.02,N78
PR000403,CP00201,windstorm,1,5,1.54,BANK03,PT,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.07,0.006,P85
PR000404,CP00202,drought,3,1,514.18,BANK03,DE,2050,RCP_8.5,ECB_climate_indicators,chronic,False,36.53,2.135,I55
PR000405,CP00202,heatwave,3,5,514.18,BANK03,DE,2050,RCP_4.5,ECB_climate_indicators,acute,True,17.86,2.135,I55
PR000406,CP00203,drought,3,3,47.71,BANK03,PT,2050,RCP_2.6,ECB_climate_indicators,chronic,False,2.9,0.198,C11
PR000407,CP00203,windstorm,3,4,47.71,BANK03,PT,2050,RCP_4.5,ECB_climate_indicators,acute,True,2.35,0.198,C11
PR000408,CP00203,wildfire,5,2,47.71,BANK03,PT,2050,RCP_2.6,ECB_climate_indicators,acute,True,2.03,0.198,C11
PR000409,CP00204,sea_level_rise,4,4,966.12,BANK03,FR,2030,RCP_2.6,ECB_climate_indicators,chronic,True,78.29,4.011,C28
PR000410,CP00204,windstorm,4,2,966.12,BANK03,FR,2030,RCP_4.5,ECB_climate_indicators,acute,True,63.09,4.011,C28
PR000411,CP00204,drought,4,1,966.12,BANK03,FR,2030,RCP_2.6,ECB_climate_indicators,chronic,True,62.2,4.011,C28
PR000412,CP00205,flood,3,4,633.57,BANK03,NL,2030,RCP_4.5,ECB_climate_indicators,acute,True,88.47,2.63,Q87
PR000413,CP00206,drought,5,2,1.68,BANK03,IE,2050,RCP_8.5,ECB_climate_indicators,chronic,True,0.1,0.007,A02
PR000414,CP00206,sea_level_rise,3,4,1.68,BANK03,IE,2030,RCP_2.6,ECB_climate_indicators,chronic,True,0.1,0.007,A02
PR000415,CP00206,windstorm,2,4,1.68,BANK03,IE,2050,RCP_2.6,ECB_climate_indicators,acute,True,0.11,0.007,A02
PR000416,CP00207,heatwave,3,4,7.07,BANK03,DE,2030,RCP_4.5,ECB_climate_indicators,acute,True,0.27,0.029,C25
PR000417,CP00207,flood,2,3,7.07,BANK03,DE,2030,RCP_2.6,ECB_climate_indicators,acute,False,0.62,0.029,C25
PR000418,CP00208,flood,3,3,78.18,BANK03,IE,2050,RCP_2.6,ECB_climate_indicators,acute,False,8.84,0.325,F42
PR000419,CP00209,drought,5,5,214.29,BANK03,NL,2030,RCP_8.5,ECB_climate_indicators,chronic,True,13.34,0.89,C13
PR000420,CP00209,flood,2,4,214.29,BANK03,NL,2030,RCP_2.6,ECB_climate_indicators,acute,True,19.87,0.89,C13
PR000421,CP00210,sea_level_rise,4,3,5.25,BANK03,PL,2050,RCP_8.5,ECB_climate_indicators,chronic,True,0.46,0.022,F42
PR000422,CP00211,wildfire,4,3,99.57,BANK03,DE,2050,RCP_2.6,ECB_climate_indicators,acute,True,8.14,0.413,E38
PR000423,CP00211,flood,3,2,99.57,BANK03,DE,2030,RCP_2.6,ECB_climate_indicators,acute,False,11.73,0.413,E38
PR000424,CP00212,windstorm,2,2,20.63,BANK03,DE,2050,RCP_2.6,ECB_climate_indicators,acute,False,0.69,0.086,I56
PR000425,CP00212,drought,1,2,20.63,BANK03,DE,2050,RCP_4.5,ECB_climate_indicators,chronic,False,1.59,0.086,I56
PR000426,CP00213,windstorm,3,4,175.28,BANK03,IT,2030,RCP_2.6,ECB_climate_indicators,acute,True,6.15,0.728,J58
PR000427,CP00213,sea_level_rise,2,2,175.28,BANK03,IT,2030,RCP_2.6,ECB_climate_indicators,chronic,False,21.02,0.728,J58
PR000428,CP00213,drought,4,5,175.28,BANK03,IT,2050,RCP_8.5,ECB_climate_indicators,chronic,True,8.41,0.728,J58
PR000429,CP00214,sea_level_rise,2,2,1126.91,BANK03,BE,2050,RCP_2.6,ECB_climate_indicators,chronic,False,94.57,4.678,C20
PR000430,CP00214,drought,3,1,1126.91,BANK03,BE,2030,RCP_2.6,ECB_climate_indicators,chronic,False,37.98,4.678,C20
PR000431,CP00214,windstorm,5,5,1126.91,BANK03,BE,2030,RCP_8.5,ECB_climate_indicators,acute,True,75.21,4.678,C20
PR000432,CP00215,windstorm,3,5,849.02,BANK03,ES,2030,RCP_4.5,ECB_climate_indicators,acute,True,48.99,3.525,M70
PR000433,CP00215,sea_level_rise,1,4,849.02,BANK03,ES,2050,RCP_4.5,ECB_climate_indicators,chronic,True,77.7,3.525,M70
PR000434,CP00216,drought,4,3,40.82,BANK03,DE,2030,RCP_2.6,ECB_climate_indicators,chronic,True,1.66,0.169,E38
PR000435,CP00216,flood,1,3,40.82,BANK03,DE,2030,RCP_2.6,ECB_climate_indicators,acute,False,5.64,0.169,E38
PR000436,CP00216,sea_level_rise,2,2,40.82,BANK03,DE,2050,RCP_8.5,ECB_climate_indicators,chronic,False,4.27,0.169,E38
PR000437,CP00217,drought,4,3,38.18,BANK03,BE,2030,RCP_8.5,ECB_climate_indicators,chronic,True,1.29,0.158,Q86
PR000438,CP00218,windstorm,3,3,685.55,BANK03,DE,2030,RCP_2.6,ECB_climate_indicators,acute,False,24.21,2.846,C19
PR000439,CP00218,flood,3,3,685.55,BANK03,DE,2030,RCP_2.6,ECB_climate_indicators,acute,False,94.83,2.846,C19
PR000440,CP00218,drought,4,2,685.55,BANK03,DE,2030,RCP_8.5,ECB_climate_indicators,chronic,True,21.22,2.846,C19
PR000441,CP00219,flood,1,2,152.12,BANK03,NL,2030,RCP_8.5,ECB_climate_indicators,acute,False,12.21,0.631,Q86
PR000442,CP00219,windstorm,3,1,152.12,BANK03,NL,2050,RCP_2.6,ECB_climate_indicators,acute,False,4.57,0.631,Q86
PR000443,CP00220,sea_level_rise,3,4,1.35,BANK03,LU,2030,RCP_8.5,ECB_climate_indicators,chronic,True,0.11,0.006,E38
PR000444,CP00220,wildfire,2,1,1.35,BANK03,LU,2030,RCP_4.5,ECB_climate_indicators,acute,False,0.12,0.006,E38
PR000445,CP00220,drought,3,2,1.35,BANK03,LU,2050,RCP_8.5,ECB_climate_indicators,chronic,False,0.09,0.006,E38
PR000446,CP00221,wildfire,2,4,4.82,BANK04,NL,2050,RCP_4.5,ECB_climate_indicators,acute,True,0.36,0.054,G46
PR000447,CP00221,heatwave,2,4,4.82,BANK04,NL,2030,RCP_8.5,ECB_climate_indicators,acute,True,0.15,0.054,G46
PR000448,CP00221,windstorm,2,1,4.82,BANK04,NL,2030,RCP_2.6,ECB_climate_indicators,acute,False,0.26,0.054,G46
PR000449,CP00222,heatwave,1,5,67.72,BANK04,IT,2050,RCP_4.5,ECB_climate_indicators,acute,True,1.59,0.762,N78
PR000450,CP00222,sea_level_rise,1,4,67.72,BANK04,IT,2030,RCP_2.6,ECB_climate_indicators,chronic,True,3.62,0.762,N78
PR000451,CP00222,wildfire,2,4,67.72,BANK04,IT,2030,RCP_8.5,ECB_climate_indicators,acute,True,4.35,0.762,N78
PR000452,CP00223,heatwave,3,3,2004.13,BANK04,PT,2050,RCP_8.5,ECB_climate_indicators,acute,False,96.39,22.542,M71
PR000453,CP00223,drought,1,2,2004.13,BANK04,PT,2030,RCP_8.5,ECB_climate_indicators,chronic,False,93.35,22.542,M71
PR000454,CP00224,heatwave,2,3,165.1,BANK04,NL,2030,RCP_4.5,ECB_climate_indicators,acute,False,3.7,1.857,J63
PR000455,CP00224,flood,3,3,165.1,BANK04,NL,2030,RCP_8.5,ECB_climate_indicators,acute,False,21.05,1.857,J63
PR000456,CP00224,sea_level_rise,4,3,165.1,BANK04,NL,2030,RCP_2.6,ECB_climate_indicators,chronic,True,18.1,1.857,J63
PR000457,CP00225,heatwave,1,3,26.4,BANK04,IT,2030,RCP_4.5,ECB_climate_indicators,acute,False,0.79,0.297,L68
PR000458,CP00225,flood,2,2,26.4,BANK04,IT,2030,RCP_8.5,ECB_climate_indicators,acute,False,2.54,0.297,L68
PR000459,CP00226,drought,4,3,1.31,BANK04,BE,2030,RCP_2.6,ECB_climate_indicators,chronic,True,0.1,0.015,E36
PR000460,CP00226,wildfire,2,2,1.31,BANK04,BE,2050,RCP_4.5,ECB_climate_indicators,acute,False,0.09,0.015,E36
PR000461,CP00227,flood,1,1,33.72,BANK04,NL,2050,RCP_8.5,ECB_climate_indicators,acute,False,4.18,0.379,C27
PR000462,CP00227,heatwave,5,3,33.72,BANK04,NL,2030,RCP_2.6,ECB_climate_indicators,acute,True,1.36,0.379,C27
PR000463,CP00227,wildfire,2,3,33.72,BANK04,NL,2050,RCP_4.5,ECB_climate_indicators,acute,False,2.1,0.379,C27
PR000464,CP00228,flood,3,5,310.52,BANK04,AT,2030,RCP_4.5,ECB_climate_indicators,acute,True,29.08,3.493,G46
PR000465,CP00228,drought,3,2,310.52,BANK04,AT,2030,RCP_2.6,ECB_climate_indicators,chronic,False,23.36,3.493,G46
PR000466,CP00229,sea_level_rise,3,3,2.94,BANK04,AT,2050,RCP_8.5,ECB_climate_indicators,chronic,False,0.33,0.033,E36
PR000467,CP00230,flood,2,5,54.64,BANK04,ES,2030,RCP_4.5,ECB_climate_indicators,acute,True,6.89,0.615,K65
PR000468,CP00230,sea_level_rise,4,2,54.64,BANK04,ES,2030,RCP_4.5,ECB_climate_indicators,chronic,True,5.33,0.615,K65
PR000469,CP00231,heatwave,4,4,0.99,BANK04,IT,2050,RCP_2.6,ECB_climate_indicators,acute,True,0.02,0.011,J62
PR000470,CP00232,wildfire,3,4,7.35,BANK04,BE,2030,RCP_8.5,ECB_climate_indicators,acute,True,0.33,0.083,J62
PR000471,CP00232,drought,2,3,7.35,BANK04,BE,2030,RCP_8.5,ECB_climate_indicators,chronic,False,0.54,0.083,J62
PR000472,CP00233,flood,5,1,1060.43,BANK04,FR,2050,RCP_2.6,ECB_climate_indicators,acute,True,136.49,11.928,C22
PR000473,CP00233,drought,2,2,1060.43,BANK04,FR,2050,RCP_4.5,ECB_climate_indicators,chronic,False,60.95,11.928,C22
PR000474,CP00234,heatwave,5,2,97.24,BANK04,DE,2030,RCP_8.5,ECB_climate_indicators,acute,True,2.26,1.094,G45
PR000475,CP00235,drought,3,3,86.76,BANK04,NL,2050,RCP_8.5,ECB_climate_indicators,chronic,False,4.52,0.976,H49
PR000476,CP00235,flood,2,3,86.76,BANK04,NL,2050,RCP_8.5,ECB_climate_indicators,acute,False,9.23,0.976,H49
PR000477,CP00236,drought,4,4,1064.46,BANK04,DE,2030,RCP_8.5,ECB_climate_indicators,chronic,True,73.32,11.973,C13
PR000478,CP00237,windstorm,2,3,6.73,BANK04,BE,2030,RCP_2.6,ECB_climate_indicators,acute,False,0.36,0.076,G47
PR000479,CP00238,drought,3,2,69.77,BANK04,LU,2030,RCP_2.6,ECB_climate_indicators,chronic,False,5.11,0.785,E38
PR000480,CP00238,heatwave,3,4,69.77,BANK04,LU,2050,RCP_4.5,ECB_climate_indicators,acute,True,1.92,0.785,E38
PR000481,CP00238,flood,1,5,69.77,BANK04,LU,2050,RCP_2.6,ECB_climate_indicators,acute,True,8.09,0.785,E38
PR000482,CP00239,flood,1,2,5.01,BANK04,PT,2030,RCP_2.6,ECB_climate_indicators,acute,False,0.63,0.056,C27
PR000483,CP00239,heatwave,3,1,5.01,BANK04,PT,2030,RCP_2.6,ECB_climate_indicators,acute,False,0.17,0.056,C27
PR000484,CP00240,heatwave,4,5,227.0,BANK04,FI,2030,RCP_4.5,ECB_climate_indicators,acute,True,9.8,2.553,C27
PR000485,CP00240,windstorm,3,3,227.0,BANK04,FI,2030,RCP_8.5,ECB_climate_indicators,acute,False,11.89,2.553,C27
PR000486,CP00240,flood,4,4,227.0,BANK04,FI,2030,RCP_4.5,ECB_climate_indicators,acute,True,19.89,2.553,C27
PR000487,CP00241,flood,3,4,150.0,BANK04,DE,2030,RCP_2.6,ECB_climate_indicators,acute,True,17.68,1.687,J62
PR000488,CP00242,drought,4,1,103.26,BANK04,PL,2050,RCP_2.6,ECB_climate_indicators,chronic,True,4.25,1.161,G46
PR000489,CP00243,sea_level_rise,4,3,213.69,BANK04,NL,2050,RCP_2.6,ECB_climate_indicators,chronic,True,12.35,2.404,F42
PR000490,CP00243,windstorm,2,5,213.69,BANK04,NL,2030,RCP_4.5,ECB_climate_indicators,acute,True,8.82,2.404,F42
PR000491,CP00243,drought,1,2,213.69,BANK04,NL,2050,RCP_8.5,ECB_climate_indicators,chronic,False,10.52,2.404,F42
PR000492,CP00244,sea_level_rise,3,1,61.13,BANK04,ES,2050,RCP_8.5,ECB_climate_indicators,chronic,False,5.51,0.688,K65
PR000493,CP00244,flood,3,3,61.13,BANK04,ES,2050,RCP_2.6,ECB_climate_indicators,acute,False,7.27,0.688,K65
PR000494,CP00245,drought,3,3,105.1,BANK04,BE,2050,RCP_2.6,ECB_climate_indicators,chronic,False,4.09,1.182,J63
PR000495,CP00245,windstorm,2,4,105.1,BANK04,BE,2030,RCP_2.6,ECB_climate_indicators,acute,True,5.89,1.182,J63
PR000496,CP00245,flood,5,2,105.1,BANK04,BE,2050,RCP_2.6,ECB_climate_indicators,acute,True,12.31,1.182,J63
PR000497,CP00246,flood,4,3,120.91,BANK04,ES,2050,RCP_4.5,ECB_climate_indicators,acute,True,10.39,1.36,J58
PR000498,CP00247,windstorm,4,3,78.99,BANK04,IT,2050,RCP_2.6,ECB_climate_indicators,acute,True,4.63,0.888,J62
PR000499,CP00247,wildfire,3,2,78.99,BANK04,IT,2050,RCP_2.6,ECB_climate_indicators,acute,False,5.41,0.888,J62
PR000500,CP00247,flood,2,4,78.99,BANK04,IT,2050,RCP_4.5,ECB_climate_indicators,acute,True,10.97,0.888,J62
PR000501,CP00248,flood,3,3,997.99,BANK04,BE,2030,RCP_4.5,ECB_climate_indicators,acute,False,96.61,11.225,I56
PR000502,CP00249,flood,4,3,780.42,BANK04,NL,2050,RCP_8.5,ECB_climate_indicators,acute,True,114.36,8.778,J58
PR000503,CP00250,heatwave,2,4,349.78,BANK04,FR,2050,RCP_4.5,ECB_climate_indicators,acute,True,16.3,3.934,J63
PR000504,CP00250,flood,3,3,349.78,BANK04,FR,2030,RCP_8.5,ECB_climate_indicators,acute,False,29.56,3.934,J63
PR000505,CP00251,drought,2,4,41.88,BANK04,FI,2050,RCP_4.5,ECB_climate_indicators,chronic,True,2.87,0.471,C28
PR000506,CP00251,heatwave,2,3,41.88,BANK04,FI,2030,RCP_8.5,ECB_climate_indicators,acute,False,1.77,0.471,C28
PR000507,CP00251,wildfire,3,3,41.88,BANK04,FI,2030,RCP_4.5,ECB_climate_indicators,acute,False,2.46,0.471,C28
PR000508,CP00252,heatwave,2,3,393.81,BANK04,DE,2030,RCP_2.6,ECB_climate_indicators,acute,False,19.68,4.43,K65
PR000509,CP00253,flood,1,3,9.91,BANK04,IT,2050,RCP_4.5,ECB_climate_indicators,acute,False,0.87,0.111,E38
PR000510,CP00253,drought,4,2,9.91,BANK04,IT,2030,RCP_2.6,ECB_climate_indicators,chronic,True,0.32,0.111,E38
PR000511,CP00253,heatwave,3,3,9.91,BANK04,IT,2050,RCP_8.5,ECB_climate_indicators,acute,False,0.3,0.111,E38
PR000512,CP00254,flood,3,4,71.37,BANK04,DE,2030,RCP_4.5,ECB_climate_indicators,acute,True,8.57,0.803,L68
PR000513,CP00254,drought,1,2,71.37,BANK04,DE,2050,RCP_4.5,ECB_climate_indicators,chronic,False,4.57,0.803,L68
PR000514,CP00254,wildfire,1,3,71.37,BANK04,DE,2050,RCP_8.5,ECB_climate_indicators,acute,False,6.23,0.803,L68
PR000515,CP00255,heatwave,3,3,115.3,BANK04,FR,2050,RCP_2.6,ECB_climate_indicators,acute,False,5.11,1.297,L68
PR000516,CP00256,flood,3,4,89.84,BANK05,DE,2050,RCP_2.6,ECB_climate_indicators,acute,True,10.96,0.918,B06
PR000517,CP00256,windstorm,5,2,89.84,BANK05,DE,2050,RCP_4.5,ECB_climate_indicators,acute,True,4.15,0.918,B06
PR000518,CP00256,drought,1,2,89.84,BANK05,DE,2050,RCP_8.5,ECB_climate_indicators,chronic,False,6.09,0.918,B06
PR000519,CP00257,wildfire,3,1,69.93,BANK05,IT,2050,RCP_4.5,ECB_climate_indicators,acute,False,3.56,0.715,E38
PR000520,CP00257,drought,2,3,69.93,BANK05,IT,2030,RCP_2.6,ECB_climate_indicators,chronic,False,4.25,0.715,E38
PR000521,CP00257,heatwave,3,5,69.93,BANK05,IT,2050,RCP_8.5,ECB_climate_indicators,acute,True,2.22,0.715,E38
PR000522,CP00258,windstorm,2,2,8.68,BANK05,IT,2050,RCP_8.5,ECB_climate_indicators,acute,False,0.36,0.089,C29
PR000523,CP00258,wildfire,3,5,8.68,BANK05,IT,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.86,0.089,C29
PR000524,CP00258,flood,2,2,8.68,BANK05,IT,2030,RCP_4.5,ECB_climate_indicators,acute,False,1.04,0.089,C29
PR000525,CP00259,flood,3,3,5.9,BANK05,LU,2030,RCP_8.5,ECB_climate_indicators,acute,False,0.5,0.06,Q87
PR000526,CP00259,drought,5,4,5.9,BANK05,LU,2050,RCP_4.5,ECB_climate_indicators,chronic,True,0.43,0.06,Q87
PR000527,CP00260,flood,2,5,1.7,BANK05,IT,2050,RCP_2.6,ECB_climate_indicators,acute,True,0.23,0.017,C23
PR000528,CP00261,sea_level_rise,1,4,9.22,BANK05,FR,2050,RCP_8.5,ECB_climate_indicators,chronic,True,0.96,0.094,H51
PR000529,CP00261,windstorm,3,2,9.22,BANK05,FR,2050,RCP_4.5,ECB_climate_indicators,acute,False,0.57,0.094,H51
PR000530,CP00261,wildfire,2,2,9.22,BANK05,FR,2030,RCP_8.5,ECB_climate_indicators,acute,False,0.76,0.094,H51
PR000531,CP00262,flood,5,3,153.24,BANK05,ES,2050,RCP_4.5,ECB_climate_indicators,acute,True,19.03,1.566,H50
PR000532,CP00262,heatwave,3,3,153.24,BANK05,ES,2050,RCP_2.6,ECB_climate_indicators,acute,False,4.7,1.566,H50
PR000533,CP00263,drought,5,3,8.09,BANK05,IE,2050,RCP_2.6,ECB_climate_indicators,chronic,True,0.46,0.083,C20
PR000534,CP00263,sea_level_rise,2,2,8.09,BANK05,IE,2030,RCP_4.5,ECB_climate_indicators,chronic,False,0.58,0.083,C20
PR000535,CP00264,heatwave,1,3,133.75,BANK05,BE,2050,RCP_2.6,ECB_climate_indicators,acute,False,4.84,1.367,B07
PR000536,CP00264,flood,1,2,133.75,BANK05,BE,2030,RCP_8.5,ECB_climate_indicators,acute,False,19.82,1.367,B07
PR000537,CP00264,sea_level_rise,1,2,133.75,BANK05,BE,2030,RCP_4.5,ECB_climate_indicators,chronic,False,14.33,1.367,B07
PR000538,CP00265,windstorm,3,4,7.56,BANK05,BE,2030,RCP_8.5,ECB_climate_indicators,acute,True,0.42,0.077,C24
PR000539,CP00265,wildfire,3,2,7.56,BANK05,BE,2030,RCP_2.6,ECB_climate_indicators,acute,False,0.59,0.077,C24
PR000540,CP00266,drought,4,2,17.4,BANK05,IE,2050,RCP_8.5,ECB_climate_indicators,chronic,True,0.91,0.178,F43
PR000541,CP00266,flood,2,1,17.4,BANK05,IE,2050,RCP_8.5,ECB_climate_indicators,acute,False,2.52,0.178,F43
PR000542,CP00266,sea_level_rise,2,3,17.4,BANK05,IE,2050,RCP_8.5,ECB_climate_indicators,chronic,False,1.1,0.178,F43
PR000543,CP00267,sea_level_rise,4,1,16.91,BANK05,FI,2050,RCP_4.5,ECB_climate_indicators,chronic,True,1.63,0.173,H50
PR000544,CP00268,wildfire,1,4,10.02,BANK05,ES,2050,RCP_8.5,ECB_climate_indicators,acute,True,0.41,0.102,Q86
PR000545,CP00269,wildfire,2,2,11.92,BANK05,FR,2050,RCP_4.5,ECB_climate_indicators,acute,False,0.96,0.122,C24
PR000546,CP00269,flood,3,5,11.92,BANK05,FR,2030,RCP_2.6,ECB_climate_indicators,acute,True,1.58,0.122,C24
PR000547,CP00270,drought,5,4,1696.78,BANK05,BE,2030,RCP_4.5,ECB_climate_indicators,chronic,True,105.58,17.343,C17
PR000548,CP00270,flood,1,4,1696.78,BANK05,BE,2030,RCP_4.5,ECB_climate_indicators,acute,True,228.23,17.343,C17
PR000549,CP00271,sea_level_rise,1,3,2.08,BANK05,DE,2030,RCP_2.6,ECB_climate_indicators,chronic,False,0.2,0.021,C11
PR000550,CP00271,heatwave,1,4,2.08,BANK05,DE,2030,RCP_2.6,ECB_climate_indicators,acute,True,0.1,0.021,C11
PR000551,CP00271,flood,2,1,2.08,BANK05,DE,2030,RCP_4.5,ECB_climate_indicators,acute,False,0.27,0.021,C11
PR000552,CP00272,sea_level_rise,3,4,98.68,BANK05,FR,2050,RCP_8.5,ECB_climate_indicators,chronic,True,5.52,1.009,J63
PR000553,CP00272,flood,1,2,98.68,BANK05,FR,2030,RCP_2.6,ECB_climate_indicators,acute,False,10.67,1.009,J63
PR000554,CP00272,wildfire,5,2,98.68,BANK05,FR,2050,RCP_4.5,ECB_climate_indicators,acute,True,7.3,1.009,J63
PR000555,CP00273,windstorm,5,3,1124.84,BANK05,FI,2050,RCP_2.6,ECB_climate_indicators,acute,True,70.9,11.497,H52
PR000556,CP00273,drought,2,3,1124.84,BANK05,FI,2050,RCP_4.5,ECB_climate_indicators,chronic,False,88.43,11.497,H52
PR000557,CP00273,sea_level_rise,3,3,1124.84,BANK05,FI,2050,RCP_4.5,ECB_climate_indicators,chronic,False,119.4,11.497,H52
PR000558,CP00274,drought,2,2,16.49,BANK05,PL,2030,RCP_2.6,ECB_climate_indicators,chronic,False,0.86,0.169,C17
PR000559,CP00275,windstorm,1,3,543.35,BANK05,BE,2050,RCP_8.5,ECB_climate_indicators,acute,False,21.84,5.554,I56
PR000560,CP00276,heatwave,2,3,520.51,BANK05,PT,2050,RCP_2.6,ECB_climate_indicators,acute,False,21.42,5.32,H51
PR000561,CP00276,windstorm,3,4,520.51,BANK05,PT,2030,RCP_2.6,ECB_climate_indicators,acute,True,36.13,5.32,H51
PR000562,CP00277,sea_level_rise,1,1,6.92,BANK05,FR,2030,RCP_2.6,ECB_climate_indicators,chronic,False,0.35,0.071,A01
PR000563,CP00277,flood,3,2,6.92,BANK05,FR,2050,RCP_8.5,ECB_climate_indicators,acute,False,0.59,0.071,A01
PR000564,CP00277,wildfire,3,2,6.92,BANK05,FR,2050,RCP_8.5,ECB_climate_indicators,acute,False,0.43,0.071,A01
PR000565,CP00278,wildfire,2,3,17.99,BANK05,DE,2050,RCP_8.5,ECB_climate_indicators,acute,False,1.62,0.184,C11
PR000566,CP00278,flood,2,1,17.99,BANK05,DE,2030,RCP_8.5,ECB_climate_indicators,acute,False,1.44,0.184,C11
PR000567,CP00278,windstorm,2,3,17.99,BANK05,DE,2050,RCP_2.6,ECB_climate_indicators,acute,False,1.24,0.184,C11
PR000568,CP00279,windstorm,1,2,80.09,BANK05,BE,2030,RCP_4.5,ECB_climate_indicators,acute,False,2.68,0.819,C17
PR000569,CP00279,wildfire,2,2,80.09,BANK05,BE,2030,RCP_2.6,ECB_climate_indicators,acute,False,5.76,0.819,C17
PR000570,CP00280,windstorm,3,4,13.3,BANK05,DE,2050,RCP_4.5,ECB_climate_indicators,acute,True,0.56,0.136,C27
PR000571,CP00281,flood,3,2,9.55,BANK05,DE,2030,RCP_8.5,ECB_climate_indicators,acute,False,1.38,0.098,C19
PR000572,CP00281,windstorm,5,5,9.55,BANK05,DE,2030,RCP_4.5,ECB_climate_indicators,acute,True,0.6,0.098,C19
PR000573,CP00282,sea_level_rise,2,3,3213.65,BANK05,DE,2050,RCP_2.6,ECB_climate_indicators,chronic,False,329.32,32.848,C30
PR000574,CP00283,flood,4,3,1.89,BANK05,ES,2050,RCP_2.6,ECB_climate_indicators,acute,True,0.27,0.019,H50
PR000575,CP00283,sea_level_rise,1,5,1.89,BANK05,ES,2050,RCP_4.5,ECB_climate_indicators,chronic,True,0.14,0.019,H50
PR000576,CP00284,flood,2,3,5.04,BANK05,PL,2050,RCP_8.5,ECB_climate_indicators,acute,False,0.57,0.052,C29
PR000577,CP00284,sea_level_rise,2,4,5.04,BANK05,PL,2050,RCP_8.5,ECB_climate_indicators,chronic,True,0.42,0.052,C29
PR000578,CP00285,sea_level_rise,2,3,142.74,BANK05,FR,2030,RCP_2.6,ECB_climate_indicators,chronic,False,11.07,1.459,A02
PR000579,CP00285,drought,2,1,142.74,BANK05,FR,2030,RCP_8.5,ECB_climate_indicators,chronic,False,7.85,1.459,A02
PR000580,CP00285,windstorm,2,2,142.74,BANK05,FR,2030,RCP_4.5,ECB_climate_indicators,acute,False,9.57,1.459,A02
PR000581,CP00286,windstorm,1,1,165.95,BANK05,DE,2050,RCP_2.6,ECB_climate_indicators,acute,False,5.37,1.696,C20
PR000582,CP00287,windstorm,1,2,38.02,BANK05,PL,2030,RCP_4.5,ECB_climate_indicators,acute,False,1.36,0.389,E36
PR000583,CP00287,wildfire,1,2,38.02,BANK05,PL,2050,RCP_2.6,ECB_climate_indicators,acute,False,1.7,0.389,E36
PR000584,CP00287,heatwave,2,2,38.02,BANK05,PL,2030,RCP_4.5,ECB_climate_indicators,acute,False,1.5,0.389,E36
PR000585,CP00288,windstorm,3,3,34.19,BANK05,IE,2050,RCP_4.5,ECB_climate_indicators,acute,False,1.83,0.349,A02
PR000586,CP00289,sea_level_rise,2,3,18.06,BANK05,FI,2030,RCP_4.5,ECB_climate_indicators,chronic,False,1.09,0.185,H50
PR000587,CP00289,drought,1,1,18.06,BANK05,FI,2050,RCP_2.6,ECB_climate_indicators,chronic,False,1.22,0.185,H50
PR000588,CP00289,heatwave,2,1,18.06,BANK05,FI,2030,RCP_4.5,ECB_climate_indicators,acute,False,0.69,0.185,H50
PR000589,CP00290,flood,3,3,19.19,BANK05,NL,2050,RCP_2.6,ECB_climate_indicators,acute,False,2.32,0.196,Q86
PR000590,CP00290,sea_level_rise,3,4,19.19,BANK05,NL,2050,RCP_2.6,ECB_climate_indicators,chronic,True,1.8,0.196,Q86
PR000591,CP00290,drought,2,2,19.19,BANK05,NL,2030,RCP_4.5,ECB_climate_indicators,chronic,False,0.66,0.196,Q86
PR000592,CP00291,windstorm,3,2,2.96,BANK05,FI,2050,RCP_2.6,ECB_climate_indicators,acute,False,0.12,0.03,C19
PR000593,CP00291,sea_level_rise,5,2,2.96,BANK05,FI,2030,RCP_4.5,ECB_climate_indicators,chronic,True,0.34,0.03,C19
PR000594,CP00292,sea_level_rise,3,4,737.96,BANK05,IT,2030,RCP_2.6,ECB_climate_indicators,chronic,True,38.92,7.543,B06
PR000595,CP00293,sea_level_rise,3,3,229.94,BANK05,FR,2050,RCP_8.5,ECB_climate_indicators,chronic,False,16.62,2.35,C20
PR000596,CP00293,wildfire,1,5,229.94,BANK05,FR,2050,RCP_8.5,ECB_climate_indicators,acute,True,21.28,2.35,C20
PR000597,CP00293,drought,2,4,229.94,BANK05,FR,2030,RCP_8.5,ECB_climate_indicators,chronic,True,15.34,2.35,C20
PR000598,CP00294,drought,2,3,4.24,BANK05,AT,2050,RCP_8.5,ECB_climate_indicators,chronic,False,0.31,0.043,H52
