physical_risk_id,counterparty_id,hazard_type,bank_id,country,acute_risk_score,chronic_risk_score,exposure_amount_meur,assessment_horizon,scenario_basis,high_risk_flag,financial_impact_meur,portfolio_pct,data_source,hazard_category,nace_code
PR000399,CP00199,wildfire,BANK03,LU,2,4,1367.47,2050,RCP_4.5,True,78.79,5.677,ECB_climate_indicators,acute,F41
PR000400,CP00200,windstorm,BANK03,BE,3,1,4.9,2050,RCP_8.5,False,0.34,0.02,ECB_climate_indicators,acute,N78
PR000401,CP00200,drought,BANK03,BE,3,5,4.9,2050,RCP_8.5,True,0.19,0.02,ECB_climate_indicators,chronic,N78
PR000402,CP00200,heatwave,BANK03,BE,1,1,4.9,2050,RCP_2.6,False,0.15,0.02,ECB_climate_indicators,acute,N78
PR000403,CP00201,windstorm,BANK03,PT,1,5,1.54,2030,RCP_2.6,True,0.07,0.006,ECB_climate_indicators,acute,P85
PR000404,CP00202,drought,BANK03,DE,3,1,514.18,2050,RCP_8.5,False,36.53,2.135,ECB_climate_indicators,chronic,I55
PR000405,CP00202,heatwave,BANK03,DE,3,5,514.18,2050,RCP_4.5,True,17.86,2.135,ECB_climate_indicators,acute,I55
PR000406,CP00203,drought,BANK03,PT,3,3,47.71,2050,RCP_2.6,False,2.9,0.198,ECB_climate_indicators,chronic,C11
PR000407,CP00203,windstorm,BANK03,PT,3,4,47.71,2050,RCP_4.5,True,2.35,0.198,ECB_climate_indicators,acute,C11
PR000408,CP00203,wildfire,BANK03,PT,5,2,47.71,2050,RCP_2.6,True,2.03,0.198,ECB_climate_indicators,acute,C11
PR000409,CP00204,sea_level_rise,BANK03,FR,4,4,966.12,2030,RCP_2.6,True,78.29,4.011,ECB_climate_indicators,chronic,C28
PR000410,CP00204,windstorm,BANK03,FR,4,2,966.12,2030,RCP_4.5,True,63.09,4.011,ECB_climate_indicators,acute,C28
PR000411,CP00204,drought,BANK03,FR,4,1,966.12,2030,RCP_2.6,True,62.2,4.011,ECB_climate_indicators,chronic,C28
PR000412,CP00205,flood,BANK03,NL,3,4,633.57,2030,RCP_4.5,True,88.47,2.63,ECB_climate_indicators,acute,Q87
PR000413,CP00206,drought,BANK03,IE,5,2,1.68,2050,RCP_8.5,True,0.1,0.007,ECB_climate_indicators,chronic,A02
PR000414,CP00206,sea_level_rise,BANK03,IE,3,4,1.68,2030,RCP_2.6,True,0.1,0.007,ECB_climate_indicators,chronic,A02
PR000415,CP00206,windstorm,BANK03,IE,2,4,1.68,2050,RCP_2.6,True,0.11,0.007,ECB_climate_indicators,acute,A02
PR000416,CP00207,heatwave,BANK03,DE,3,4,7.07,2030,RCP_4.5,True,0.27,0.029,ECB_climate_indicators,acute,C25
PR000417,CP00207,flood,BANK03,DE,2,3,7.07,2030,RCP_2.6,False,0.62,0.029,ECB_climate_indicators,acute,C25
PR000418,CP00208,flood,BANK03,IE,3,3,78.18,2050,RCP_2.6,False,8.84,0.325,ECB_climate_indicators,acute,F42
PR000419,CP00209,drought,BANK03,NL,5,5,214.29,2030,RCP_8.5,True,13.34,0.89,ECB_climate_indicators,chronic,C13
PR000420,CP00209,flood,BANK03,NL,2,4,214.29,2030,RCP_2.6,True,19.87,0.89,ECB_climate_indicators,acute,C13
PR000421,CP00210,sea_level_rise,BANK03,PL,4,3,5.25,2050,RCP_8.5,True,0.46,0.022,ECB_climate_indicators,chronic,F42
PR000422,CP00211,wildfire,BANK03,DE,4,3,99.57,2050,RCP_2.6,True,8.14,0.413,ECB_climate_indicators,acute,E38
PR000423,CP00211,flood,BANK03,DE,3,2,99.57,2030,RCP_2.6,False,11.73,0.413,ECB_climate_indicators,acute,E38
PR000424,CP00212,windstorm,BANK03,DE,2,2,20.63,2050,RCP_2.6,False,0.69,0.086,ECB_climate_indicators,acute,I56
PR000425,CP00212,drought,BANK03,DE,1,2,20.63,2050,RCP_4.5,False,1.59,0.086,ECB_climate_indicators,chronic,I56
PR000426,CP00213,windstorm,BANK03,IT,3,4,175.28,2030,RCP_2.6,True,6.15,0.728,ECB_climate_indicators,acute,J58
PR000427,CP00213,sea_level_rise,BANK03,IT,2,2,175.28,2030,RCP_2.6,False,21.02,0.728,ECB_climate_indicators,chronic,J58
PR000428,CP00213,drought,BANK03,IT,4,5,175.28,2050,RCP_8.5,True,8.41,0.728,ECB_climate_indicators,chronic,J58
PR000429,CP00214,sea_level_rise,BANK03,BE,2,2,1126.91,2050,RCP_2.6,False,94.57,4.678,ECB_climate_indicators,chronic,C20
PR000430,CP00214,drought,BANK03,BE,3,1,1126.91,2030,RCP_2.6,False,37.98,4.678,ECB_climate_indicators,chronic,C20
PR000431,CP00214,windstorm,BANK03,BE,5,5,1126.91,2030,RCP_8.5,True,75.21,4.678,ECB_climate_indicators,acute,C20
PR000432,CP00215,windstorm,BANK03,ES,3,5,849.02,2030,RCP_4.5,True,48.99,3.525,ECB_climate_indicators,acute,M70
PR000433,CP00215,sea_level_rise,BANK03,ES,1,4,849.02,2050,RCP_4.5,True,77.7,3.525,ECB_climate_indicators,chronic,M70
PR000434,CP00216,drought,BANK03,DE,4,3,40.82,2030,RCP_2.6,True,1.66,0.169,ECB_climate_indicators,chronic,E38
PR000435,CP00216,flood,BANK03,DE,1,3,40.82,2030,RCP_2.6,False,5.64,0.169,ECB_climate_indicators,acute,E38
PR000436,CP00216,sea_level_rise,BANK03,DE,2,2,40.82,2050,RCP_8.5,False,4.27,0.169,ECB_climate_indicators,chronic,E38
PR000437,CP00217,drought,BANK03,BE,4,3,38.18,2030,RCP_8.5,True,1.29,0.158,ECB_climate_indicators,chronic,Q86
PR000438,CP00218,windstorm,BANK03,DE,3,3,685.55,2030,RCP_2.6,False,24.21,2.846,ECB_climate_indicators,acute,C19
PR000439,CP00218,flood,BANK03,DE,3,3,685.55,2030,RCP_2.6,False,94.83,2.846,ECB_climate_indicators,acute,C19
PR000440,CP00218,drought,BANK03,DE,4,2,685.55,2030,RCP_8.5,True,21.22,2.846,ECB_climate_indicators,chronic,C19
PR000441,CP00219,flood,BANK03,NL,1,2,152.12,2030,RCP_8.5,False,12.21,0.631,ECB_climate_indicators,acute,Q86
PR000442,CP00219,windstorm,BANK03,NL,3,1,152.12,2050,RCP_2.6,False,4.57,0.631,ECB_climate_indicators,acute,Q86
PR000443,CP00220,sea_level_rise,BANK03,LU,3,4,1.35,2030,RCP_8.5,True,0.11,0.006,ECB_climate_indicators,chronic,E38
PR000444,CP00220,wildfire,BANK03,LU,2,1,1.35,2030,RCP_4.5,False,0.12,0.006,ECB_climate_indicators,acute,E38
PR000445,CP00220,drought,BANK03,LU,3,2,1.35,2050,RCP_8.5,False,0.09,0.006,ECB_climate_indicators,chronic,E38
PR000446,CP00221,wildfire,BANK04,NL,2,4,4.82,2050,RCP_4.5,True,0.36,0.054,ECB_climate_indicators,acute,G46
PR000447,CP00221,heatwave,BANK04,NL,2,4,4.82,2030,RCP_8.5,True,0.15,0.054,ECB_climate_indicators,acute,G46
PR000448,CP00221,windstorm,BANK04,NL,2,1,4.82,2030,RCP_2.6,False,0.26,0.054,ECB_climate_indicators,acute,G46
PR000449,CP00222,heatwave,BANK04,IT,1,5,67.72,2050,RCP_4.5,True,1.59,0.762,ECB_climate_indicators,acute,N78
PR000450,CP00222,sea_level_rise,BANK04,IT,1,4,67.72,2030,RCP_2.6,True,3.62,0.762,ECB_climate_indicators,chronic,N78
PR000451,CP00222,wildfire,BANK04,IT,2,4,67.72,2030,RCP_8.5,True,4.35,0.762,ECB_climate_indicators,acute,N78
PR000452,CP00223,heatwave,BANK04,PT,3,3,2004.13,2050,RCP_8.5,False,96.39,22.542,ECB_climate_indicators,acute,M71
PR000453,CP00223,drought,BANK04,PT,1,2,2004.13,2030,RCP_8.5,False,93.35,22.542,ECB_climate_indicators,chronic,M71
PR000454,CP00224,heatwave,BANK04,NL,2,3,165.1,2030,RCP_4.5,False,3.7,1.857,ECB_climate_indicators,acute,J63
PR000455,CP00224,flood,BANK04,NL,3,3,165.1,2030,RCP_8.5,False,21.05,1.857,ECB_climate_indicators,acute,J63
PR000456,CP00224,sea_level_rise,BANK04,NL,4,3,165.1,2030,RCP_2.6,True,18.1,1.857,ECB_climate_indicators,chronic,J63
PR000457,CP00225,heatwave,BANK04,IT,1,3,26.4,2030,RCP_4.5,False,0.79,0.297,ECB_climate_indicators,acute,L68
PR000458,CP00225,flood,BANK04,IT,2,2,26.4,2030,RCP_8.5,False,2.54,0.297,ECB_climate_indicators,acute,L68
PR000459,CP00226,drought,BANK04,BE,4,3,1.31,2030,RCP_2.6,True,0.1,0.015,ECB_climate_indicators,chronic,E36
PR000460,CP00226,wildfire,BANK04,BE,2,2,1.31,2050,RCP_4.5,False,0.09,0.015,ECB_climate_indicators,acute,E36
PR000461,CP00227,flood,BANK04,NL,1,1,33.72,2050,RCP_8.5,False,4.18,0.379,ECB_climate_indicators,acute,C27
PR000462,CP00227,heatwave,BANK04,NL,5,3,33.72,2030,RCP_2.6,True,1.36,0.379,ECB_climate_indicators,acute,C27
PR000463,CP00227,wildfire,BANK04,NL,2,3,33.72,2050,RCP_4.5,False,2.1,0.379,ECB_climate_indicators,acute,C27
PR000464,CP00228,flood,BANK04,AT,3,5,310.52,2030,RCP_4.5,True,29.08,3.493,ECB_climate_indicators,acute,G46
PR000465,CP00228,drought,BANK04,AT,3,2,310.52,2030,RCP_2.6,False,23.36,3.493,ECB_climate_indicators,chronic,G46
PR000466,CP00229,sea_level_rise,BANK04,AT,3,3,2.94,2050,RCP_8.5,False,0.33,0.033,ECB_climate_indicators,chronic,E36
PR000467,CP00230,flood,BANK04,ES,2,5,54.64,2030,RCP_4.5,True,6.89,0.615,ECB_climate_indicators,acute,K65
PR000468,CP00230,sea_level_rise,BANK04,ES,4,2,54.64,2030,RCP_4.5,True,5.33,0.615,ECB_climate_indicators,chronic,K65
PR000469,CP00231,heatwave,BANK04,IT,4,4,0.99,2050,RCP_2.6,True,0.02,0.011,ECB_climate_indicators,acute,J62
PR000470,CP00232,wildfire,BANK04,BE,3,4,7.35,2030,RCP_8.5,True,0.33,0.083,ECB_climate_indicators,acute,J62
PR000471,CP00232,drought,BANK04,BE,2,3,7.35,2030,RCP_8.5,False,0.54,0.083,ECB_climate_indicators,chronic,J62
PR000472,CP00233,flood,BANK04,FR,5,1,1060.43,2050,RCP_2.6,True,136.49,11.928,ECB_climate_indicators,acute,C22
PR000473,CP00233,drought,BANK04,FR,2,2,1060.43,2050,RCP_4.5,False,60.95,11.928,ECB_climate_indicators,chronic,C22
PR000474,CP00234,heatwave,BANK04,DE,5,2,97.24,2030,RCP_8.5,True,2.26,1.094,ECB_climate_indicators,acute,G45
PR000475,CP00235,drought,BANK04,NL,3,3,86.76,2050,RCP_8.5,False,4.52,0.976,ECB_climate_indicators,chronic,H49
PR000476,CP00235,flood,BANK04,NL,2,3,86.76,2050,RCP_8.5,False,9.23,0.976,ECB_climate_indicators,acute,H49
PR000477,CP00236,drought,BANK04,DE,4,4,1064.46,2030,RCP_8.5,True,73.32,11.973,ECB_climate_indicators,chronic,C13
PR000478,CP00237,windstorm,BANK04,BE,2,3,6.73,2030,RCP_2.6,False,0.36,0.076,ECB_climate_indicators,acute,G47
PR000479,CP00238,drought,BANK04,LU,3,2,69.77,2030,RCP_2.6,False,5.11,0.785,ECB_climate_indicators,chronic,E38
PR000480,CP00238,heatwave,BANK04,LU,3,4,69.77,2050,RCP_4.5,True,1.92,0.785,ECB_climate_indicators,acute,E38
PR000481,CP00238,flood,BANK04,LU,1,5,69.77,2050,RCP_2.6,True,8.09,0.785,ECB_climate_indicators,acute,E38
PR000482,CP00239,flood,BANK04,PT,1,2,5.01,2030,RCP_2.6,False,0.63,0.056,ECB_climate_indicators,acute,C27
PR000483,CP00239,heatwave,BANK04,PT,3,1,5.01,2030,RCP_2.6,False,0.17,0.056,ECB_climate_indicators,acute,C27
PR000484,CP00240,heatwave,BANK04,FI,4,5,227.0,2030,RCP_4.5,True,9.8,2.553,ECB_climate_indicators,acute,C27
PR000485,CP00240,windstorm,BANK04,FI,3,3,227.0,2030,RCP_8.5,False,11.89,2.553,ECB_climate_indicators,acute,C27
PR000486,CP00240,flood,BANK04,FI,4,4,227.0,2030,RCP_4.5,True,19.89,2.553,ECB_climate_indicators,acute,C27
PR000487,CP00241,flood,BANK04,DE,3,4,150.0,2030,RCP_2.6,True,17.68,1.687,ECB_climate_indicators,acute,J62
PR000488,CP00242,drought,BANK04,PL,4,1,103.26,2050,RCP_2.6,True,4.25,1.161,ECB_climate_indicators,chronic,G46
PR000489,CP00243,sea_level_rise,BANK04,NL,4,3,213.69,2050,RCP_2.6,True,12.35,2.404,ECB_climate_indicators,chronic,F42
PR000490,CP00243,windstorm,BANK04,NL,2,5,213.69,2030,RCP_4.5,True,8.82,2.404,ECB_climate_indicators,acute,F42
PR000491,CP00243,drought,BANK04,NL,1,2,213.69,2050,RCP_8.5,False,10.52,2.404,ECB_climate_indicators,chronic,F42
PR000492,CP00244,sea_level_rise,BANK04,ES,3,1,61.13,2050,RCP_8.5,False,5.51,0.688,ECB_climate_indicators,chronic,K65
PR000493,CP00244,flood,BANK04,ES,3,3,61.13,2050,RCP_2.6,False,7.27,0.688,ECB_climate_indicators,acute,K65
PR000494,CP00245,drought,BANK04,BE,3,3,105.1,2050,RCP_2.6,False,4.09,1.182,ECB_climate_indicators,chronic,J63
PR000495,CP00245,windstorm,BANK04,BE,2,4,105.1,2030,RCP_2.6,True,5.89,1.182,ECB_climate_indicators,acute,J63
PR000496,CP00245,flood,BANK04,BE,5,2,105.1,2050,RCP_2.6,True,12.31,1.182,ECB_climate_indicators,acute,J63
PR000497,CP00246,flood,BANK04,ES,4,3,120.91,2050,RCP_4.5,True,10.39,1.36,ECB_climate_indicators,acute,J58
PR000498,CP00247,windstorm,BANK04,IT,4,3,78.99,2050,RCP_2.6,True,4.63,0.888,ECB_climate_indicators,acute,J62
PR000499,CP00247,wildfire,BANK04,IT,3,2,78.99,2050,RCP_2.6,False,5.41,0.888,ECB_climate_indicators,acute,J62
PR000500,CP00247,flood,BANK04,IT,2,4,78.99,2050,RCP_4.5,True,10.97,0.888,ECB_climate_indicators,acute,J62
PR000501,CP00248,flood,BANK04,BE,3,3,997.99,2030,RCP_4.5,False,96.61,11.225,ECB_climate_indicators,acute,I56
PR000502,CP00249,flood,BANK04,NL,4,3,780.42,2050,RCP_8.5,True,114.36,8.778,ECB_climate_indicators,acute,J58
PR000503,CP00250,heatwave,BANK04,FR,2,4,349.78,2050,RCP_4.5,True,16.3,3.934,ECB_climate_indicators,acute,J63
PR000504,CP00250,flood,BANK04,FR,3,3,349.78,2030,RCP_8.5,False,29.56,3.934,ECB_climate_indicators,acute,J63
PR000505,CP00251,drought,BANK04,FI,2,4,41.88,2050,RCP_4.5,True,2.87,0.471,ECB_climate_indicators,chronic,C28
PR000506,CP00251,heatwave,BANK04,FI,2,3,41.88,2030,RCP_8.5,False,1.77,0.471,ECB_climate_indicators,acute,C28
PR000507,CP00251,wildfire,BANK04,FI,3,3,41.88,2030,RCP_4.5,False,2.46,0.471,ECB_climate_indicators,acute,C28
PR000508,CP00252,heatwave,BANK04,DE,2,3,393.81,2030,RCP_2.6,False,19.68,4.43,ECB_climate_indicators,acute,K65
PR000509,CP00253,flood,BANK04,IT,1,3,9.91,2050,RCP_4.5,False,0.87,0.111,ECB_climate_indicators,acute,E38
PR000510,CP00253,drought,BANK04,IT,4,2,9.91,2030,RCP_2.6,True,0.32,0.111,ECB_climate_indicators,chronic,E38
PR000511,CP00253,heatwave,BANK04,IT,3,3,9.91,2050,RCP_8.5,False,0.3,0.111,ECB_climate_indicators,acute,E38
PR000512,CP00254,flood,BANK04,DE,3,4,71.37,2030,RCP_4.5,True,8.57,0.803,ECB_climate_indicators,acute,L68
PR000513,CP00254,drought,BANK04,DE,1,2,71.37,2050,RCP_4.5,False,4.57,0.803,ECB_climate_indicators,chronic,L68
PR000514,CP00254,wildfire,BANK04,DE,1,3,71.37,2050,RCP_8.5,False,6.23,0.803,ECB_climate_indicators,acute,L68
PR000515,CP00255,heatwave,BANK04,FR,3,3,115.3,2050,RCP_2.6,False,5.11,1.297,ECB_climate_indicators,acute,L68
PR000516,CP00256,flood,BANK05,DE,3,4,89.84,2050,RCP_2.6,True,10.96,0.918,ECB_climate_indicators,acute,B06
PR000517,CP00256,windstorm,BANK05,DE,5,2,89.84,2050,RCP_4.5,True,4.15,0.918,ECB_climate_indicators,acute,B06
PR000518,CP00256,drought,BANK05,DE,1,2,89.84,2050,RCP_8.5,False,6.09,0.918,ECB_climate_indicators,chronic,B06
PR000519,CP00257,wildfire,BANK05,IT,3,1,69.93,2050,RCP_4.5,False,3.56,0.715,ECB_climate_indicators,acute,E38
PR000520,CP00257,drought,BANK05,IT,2,3,69.93,2030,RCP_2.6,False,4.25,0.715,ECB_climate_indicators,chronic,E38
PR000521,CP00257,heatwave,BANK05,IT,3,5,69.93,2050,RCP_8.5,True,2.22,0.715,ECB_climate_indicators,acute,E38
PR000522,CP00258,windstorm,BANK05,IT,2,2,8.68,2050,RCP_8.5,False,0.36,0.089,ECB_climate_indicators,acute,C29
PR000523,CP00258,wildfire,BANK05,IT,3,5,8.68,2030,RCP_2.6,True,0.86,0.089,ECB_climate_indicators,acute,C29
PR000524,CP00258,flood,BANK05,IT,2,2,8.68,2030,RCP_4.5,False,1.04,0.089,ECB_climate_indicators,acute,C29
PR000525,CP00259,flood,BANK05,LU,3,3,5.9,2030,RCP_8.5,False,0.5,0.06,ECB_climate_indicators,acute,Q87
PR000526,CP00259,drought,BANK05,LU,5,4,5.9,2050,RCP_4.5,True,0.43,0.06,ECB_climate_indicators,chronic,Q87
PR000527,CP00260,flood,BANK05,IT,2,5,1.7,2050,RCP_2.6,True,0.23,0.017,ECB_climate_indicators,acute,C23
PR000528,CP00261,sea_level_rise,BANK05,FR,1,4,9.22,2050,RCP_8.5,True,0.96,0.094,ECB_climate_indicators,chronic,H51
PR000529,CP00261,windstorm,BANK05,FR,3,2,9.22,2050,RCP_4.5,False,0.57,0.094,ECB_climate_indicators,acute,H51
PR000530,CP00261,wildfire,BANK05,FR,2,2,9.22,2030,RCP_8.5,False,0.76,0.094,ECB_climate_indicators,acute,H51
PR000531,CP00262,flood,BANK05,ES,5,3,153.24,2050,RCP_4.5,True,19.03,1.566,ECB_climate_indicators,acute,H50
PR000532,CP00262,heatwave,BANK05,ES,3,3,153.24,2050,RCP_2.6,False,4.7,1.566,ECB_climate_indicators,acute,H50
PR000533,CP00263,drought,BANK05,IE,5,3,8.09,2050,RCP_2.6,True,0.46,0.083,ECB_climate_indicators,chronic,C20
PR000534,CP00263,sea_level_rise,BANK05,IE,2,2,8.09,2030,RCP_4.5,False,0.58,0.083,ECB_climate_indicators,chronic,C20
PR000535,CP00264,heatwave,BANK05,BE,1,3,133.75,2050,RCP_2.6,False,4.84,1.367,ECB_climate_indicators,acute,B07
PR000536,CP00264,flood,BANK05,BE,1,2,133.75,2030,RCP_8.5,False,19.82,1.367,ECB_climate_indicators,acute,B07
PR000537,CP00264,sea_level_rise,BANK05,BE,1,2,133.75,2030,RCP_4.5,False,14.33,1.367,ECB_climate_indicators,chronic,B07
PR000538,CP00265,windstorm,BANK05,BE,3,4,7.56,2030,RCP_8.5,True,0.42,0.077,ECB_climate_indicators,acute,C24
PR000539,CP00265,wildfire,BANK05,BE,3,2,7.56,2030,RCP_2.6,False,0.59,0.077,ECB_climate_indicators,acute,C24
PR000540,CP00266,drought,BANK05,IE,4,2,17.4,2050,RCP_8.5,True,0.91,0.178,ECB_climate_indicators,chronic,F43
PR000541,CP00266,flood,BANK05,IE,2,1,17.4,2050,RCP_8.5,False,2.52,0.178,ECB_climate_indicators,acute,F43
PR000542,CP00266,sea_level_rise,BANK05,IE,2,3,17.4,2050,RCP_8.5,False,1.1,0.178,ECB_climate_indicators,chronic,F43
PR000543,CP00267,sea_level_rise,BANK05,FI,4,1,16.91,2050,RCP_4.5,True,1.63,0.173,ECB_climate_indicators,chronic,H50
PR000544,CP00268,wildfire,BANK05,ES,1,4,10.02,2050,RCP_8.5,True,0.41,0.102,ECB_climate_indicators,acute,Q86
PR000545,CP00269,wildfire,BANK05,FR,2,2,11.92,2050,RCP_4.5,False,0.96,0.122,ECB_climate_indicators,acute,C24
PR000546,CP00269,flood,BANK05,FR,3,5,11.92,2030,RCP_2.6,True,1.58,0.122,ECB_climate_indicators,acute,C24
PR000547,CP00270,drought,BANK05,BE,5,4,1696.78,2030,RCP_4.5,True,105.58,17.343,ECB_climate_indicators,chronic,C17
PR000548,CP00270,flood,BANK05,BE,1,4,1696.78,2030,RCP_4.5,True,228.23,17.343,ECB_climate_indicators,acute,C17
PR000549,CP00271,sea_level_rise,BANK05,DE,1,3,2.08,2030,RCP_2.6,False,0.2,0.021,ECB_climate_indicators,chronic,C11
PR000550,CP00271,heatwave,BANK05,DE,1,4,2.08,2030,RCP_2.6,True,0.1,0.021,ECB_climate_indicators,acute,C11
PR000551,CP00271,flood,BANK05,DE,2,1,2.08,2030,RCP_4.5,False,0.27,0.021,ECB_climate_indicators,acute,C11
PR000552,CP00272,sea_level_rise,BANK05,FR,3,4,98.68,2050,RCP_8.5,True,5.52,1.009,ECB_climate_indicators,chronic,J63
PR000553,CP00272,flood,BANK05,FR,1,2,98.68,2030,RCP_2.6,False,10.67,1.009,ECB_climate_indicators,acute,J63
PR000554,CP00272,wildfire,BANK05,FR,5,2,98.68,2050,RCP_4.5,True,7.3,1.009,ECB_climate_indicators,acute,J63
PR000555,CP00273,windstorm,BANK05,FI,5,3,1124.84,2050,RCP_2.6,True,70.9,11.497,ECB_climate_indicators,acute,H52
PR000556,CP00273,drought,BANK05,FI,2,3,1124.84,2050,RCP_4.5,False,88.43,11.497,ECB_climate_indicators,chronic,H52
PR000557,CP00273,sea_level_rise,BANK05,FI,3,3,1124.84,2050,RCP_4.5,False,119.4,11.497,ECB_climate_indicators,chronic,H52
PR000558,CP00274,drought,BANK05,PL,2,2,16.49,2030,RCP_2.6,False,0.86,0.169,ECB_climate_indicators,chronic,C17
PR000559,CP00275,windstorm,BANK05,BE,1,3,543.35,2050,RCP_8.5,False,21.84,5.554,ECB_climate_indicators,acute,I56
PR000560,CP00276,heatwave,BANK05,PT,2,3,520.51,2050,RCP_2.6,False,21.42,5.32,ECB_climate_indicators,acute,H51
PR000561,CP00276,windstorm,BANK05,PT,3,4,520.51,2030,RCP_2.6,True,36.13,5.32,ECB_climate_indicators,acute,H51
PR000562,CP00277,sea_level_rise,BANK05,FR,1,1,6.92,2030,RCP_2.6,False,0.35,0.071,ECB_climate_indicators,chronic,A01
PR000563,CP00277,flood,BANK05,FR,3,2,6.92,2050,RCP_8.5,False,0.59,0.071,ECB_climate_indicators,acute,A01
PR000564,CP00277,wildfire,BANK05,FR,3,2,6.92,2050,RCP_8.5,False,0.43,0.071,ECB_climate_indicators,acute,A01
PR000565,CP00278,wildfire,BANK05,DE,2,3,17.99,2050,RCP_8.5,False,1.62,0.184,ECB_climate_indicators,acute,C11
PR000566,CP00278,flood,BANK05,DE,2,1,17.99,2030,RCP_8.5,False,1.44,0.184,ECB_climate_indicators,acute,C11
PR000567,CP00278,windstorm,BANK05,DE,2,3,17.99,2050,RCP_2.6,False,1.24,0.184,ECB_climate_indicators,acute,C11
PR000568,CP00279,windstorm,BANK05,BE,1,2,80.09,2030,RCP_4.5,False,2.68,0.819,ECB_climate_indicators,acute,C17
PR000569,CP00279,wildfire,BANK05,BE,2,2,80.09,2030,RCP_2.6,False,5.76,0.819,ECB_climate_indicators,acute,C17
PR000570,CP00280,windstorm,BANK05,DE,3,4,13.3,2050,RCP_4.5,True,0.56,0.136,ECB_climate_indicators,acute,C27
PR000571,CP00281,flood,BANK05,DE,3,2,9.55,2030,RCP_8.5,False,1.38,0.098,ECB_climate_indicators,acute,C19
PR000572,CP00281,windstorm,BANK05,DE,5,5,9.55,2030,RCP_4.5,True,0.6,0.098,ECB_climate_indicators,acute,C19
PR000573,CP00282,sea_level_rise,BANK05,DE,2,3,3213.65,2050,RCP_2.6,False,329.32,32.848,ECB_climate_indicators,chronic,C30
PR000574,CP00283,flood,BANK05,ES,4,3,1.89,2050,RCP_2.6,True,0.27,0.019,ECB_climate_indicators,acute,H50
PR000575,CP00283,sea_level_rise,BANK05,ES,1,5,1.89,2050,RCP_4.5,True,0.14,0.019,ECB_climate_indicators,chronic,H50
PR000576,CP00284,flood,BANK05,PL,2,3,5.04,2050,RCP_8.5,False,0.57,0.052,ECB_climate_indicators,acute,C29
PR000577,CP00284,sea_level_rise,BANK05,PL,2,4,5.04,2050,RCP_8.5,True,0.42,0.052,ECB_climate_indicators,chronic,C29
PR000578,CP00285,sea_level_rise,BANK05,FR,2,3,142.74,2030,RCP_2.6,False,11.07,1.459,ECB_climate_indicators,chronic,A02
PR000579,CP00285,drought,BANK05,FR,2,1,142.74,2030,RCP_8.5,False,7.85,1.459,ECB_climate_indicators,chronic,A02
PR000580,CP00285,windstorm,BANK05,FR,2,2,142.74,2030,RCP_4.5,False,9.57,1.459,ECB_climate_indicators,acute,A02
PR000581,CP00286,windstorm,BANK05,DE,1,1,165.95,2050,RCP_2.6,False,5.37,1.696,ECB_climate_indicators,acute,C20
PR000582,CP00287,windstorm,BANK05,PL,1,2,38.02,2030,RCP_4.5,False,1.36,0.389,ECB_climate_indicators,acute,E36
PR000583,CP00287,wildfire,BANK05,PL,1,2,38.02,2050,RCP_2.6,False,1.7,0.389,ECB_climate_indicators,acute,E36
PR000584,CP00287,heatwave,BANK05,PL,2,2,38.02,2030,RCP_4.5,False,1.5,0.389,ECB_climate_indicators,acute,E36
PR000585,CP00288,windstorm,BANK05,IE,3,3,34.19,2050,RCP_4.5,False,1.83,0.349,ECB_climate_indicators,acute,A02
PR000586,CP00289,sea_level_rise,BANK05,FI,2,3,18.06,2030,RCP_4.5,False,1.09,0.185,ECB_climate_indicators,chronic,H50
PR000587,CP00289,drought,BANK05,FI,1,1,18.06,2050,RCP_2.6,False,1.22,0.185,ECB_climate_indicators,chronic,H50
PR000588,CP00289,heatwave,BANK05,FI,2,1,18.06,2030,RCP_4.5,False,0.69,0.185,ECB_climate_indicators,acute,H50
PR000589,CP00290,flood,BANK05,NL,3,3,19.19,2050,RCP_2.6,False,2.32,0.196,ECB_climate_indicators,acute,Q86
PR000590,CP00290,sea_level_rise,BANK05,NL,3,4,19.19,2050,RCP_2.6,True,1.8,0.196,ECB_climate_indicators,chronic,Q86
PR000591,CP00290,drought,BANK05,NL,2,2,19.19,2030,RCP_4.5,False,0.66,0.196,ECB_climate_indicators,chronic,Q86
PR000592,CP00291,windstorm,BANK05,FI,3,2,2.96,2050,RCP_2.6,False,0.12,0.03,ECB_climate_indicators,acute,C19
PR000593,CP00291,sea_level_rise,BANK05,FI,5,2,2.96,2030,RCP_4.5,True,0.34,0.03,ECB_climate_indicators,chronic,C19
PR000594,CP00292,sea_level_rise,BANK05,IT,3,4,737.96,2030,RCP_2.6,True,38.92,7.543,ECB_climate_indicators,chronic,B06
PR000595,CP00293,sea_level_rise,BANK05,FR,3,3,229.94,2050,RCP_8.5,False,16.62,2.35,ECB_climate_indicators,chronic,C20
PR000596,CP00293,wildfire,BANK05,FR,1,5,229.94,2050,RCP_8.5,True,21.28,2.35,ECB_climate_indicators,acute,C20
PR000597,CP00293,drought,BANK05,FR,2,4,229.94,2030,RCP_8.5,True,15.34,2.35,ECB_climate_indicators,chronic,C20
PR000598,CP00294,drought,BANK05,AT,2,3,4.24,2050,RCP_8.5,False,0.31,0.043,ECB_climate_indicators,chronic,H52
