exposure_id,bank_id,counterparty_id,outstanding_amount_meur,product_type,committed_amount_meur,pcaf_asset_class,origination_date,maturity_date,currency,stage,eu_taxonomy_aligned,green_label_flag,green_taxonomy,total_project_cost_meur,instrument_type,interest_rate_pct,undrawn_amount_meur,origination_property_value_meur,has_control
EXP000359,BANK03,CP00182,432.88,project_finance,580.92,project_finance,2022-06-19,2027-06-18,EUR,stage_1,False,False,,899.95,project_loan,5.8,148.04,,False
EXP000360,BANK03,CP00183,240.65,term_loan,279.21,business_loan,2020-05-28,2035-05-25,EUR,stage_1,False,False,,,,4.19,38.56,,
EXP000361,BANK03,CP00183,240.02,corporate_bond,332.63,business_loan,2019-10-21,2029-10-18,EUR,stage_1,False,False,,,,2.53,92.61,,
EXP000362,BANK03,CP00184,142.74,revolving_credit,155.4,business_loan,2018-09-20,2025-09-18,EUR,stage_1,False,False,,,,2.9,12.66,,
EXP000363,BANK03,CP00185,927.08,project_finance,1190.97,project_finance,2023-11-05,2030-11-03,EUR,stage_2,False,False,,2307.18,project_loan,5.49,263.89,,False
EXP000364,BANK03,CP00185,794.83,corporate_bond,858.96,listed_equity,2022-12-04,2025-12-03,EUR,stage_1,False,False,,,,5.78,64.13,,
EXP000365,BANK03,CP00186,247.29,project_finance,308.14,project_finance,2023-10-14,2028-10-12,EUR,stage_1,False,False,,961.27,project_loan,5.87,60.85,,False
EXP000366,BANK03,CP00187,1168.07,term_loan,1333.06,business_loan,2021-02-04,2031-02-02,EUR,stage_1,False,False,,,,4.48,164.99,,
EXP000367,BANK03,CP00187,699.84,corporate_bond,853.69,listed_equity,2018-10-09,2021-10-08,EUR,stage_1,False,False,,,,6.13,153.85,,
EXP000368,BANK03,CP00188,598.25,mortgage,828.71,mortgage,2020-07-15,2035-07-12,EUR,stage_1,False,False,,,,4.77,230.46,1004.54,
EXP000369,BANK03,CP00188,199.34,term_loan,243.88,business_loan,2023-09-05,2026-09-04,EUR,stage_1,False,False,,,,5.02,44.54,,
EXP000370,BANK03,CP00189,15.91,term_loan,17.5,business_loan,2024-01-13,2039-01-09,EUR,stage_1,False,False,,,,4.71,1.59,,
EXP000371,BANK03,CP00190,0.68,revolving_credit,0.92,business_loan,2023-02-23,2033-02-20,EUR,stage_1,False,False,,,,6.81,0.24,,
EXP000372,BANK03,CP00190,0.7,revolving_credit,0.92,business_loan,2020-06-21,2025-06-20,EUR,stage_1,False,False,,,,4.56,0.22,,
EXP000373,BANK03,CP00191,7.99,term_loan,9.26,business_loan,2021-03-22,2024-03-21,EUR,stage_1,False,False,,,,6.24,1.27,,
EXP000374,BANK03,CP00191,6.64,term_loan,7.22,business_loan,2021-07-09,2028-07-07,EUR,stage_1,False,False,,,,5.37,0.58,,
EXP000375,BANK03,CP00192,8.29,term_loan,10.73,business_loan,2020-03-28,2025-03-27,EUR,stage_1,False,False,,,,6.86,2.44,,
EXP000376,BANK03,CP00192,2.79,term_loan,2.96,business_loan,2024-12-08,2031-12-07,EUR,stage_2,False,False,,,,3.03,0.17,,
EXP000377,BANK03,CP00192,6.37,corporate_bond,8.32,business_loan,2024-11-19,2027-11-19,EUR,stage_1,False,False,,,,5.21,1.95,,
EXP000378,BANK03,CP00193,80.07,revolving_credit,95.79,business_loan,2024-06-11,2031-06-10,EUR,stage_2,False,False,,,,7.42,15.72,,
EXP000379,BANK03,CP00193,45.45,term_loan,46.43,business_loan,2024-06-20,2029-06-19,EUR,stage_1,False,False,,,,6.5,0.98,,
EXP000380,BANK03,CP00194,16.88,revolving_credit,23.47,business_loan,2019-12-17,2029-12-14,EUR,stage_1,False,False,,,,5.99,6.59,,
EXP000381,BANK03,CP00194,21.59,term_loan,26.61,business_loan,2020-05-13,2030-05-11,EUR,stage_1,False,False,,,,4.13,5.02,,
EXP000382,BANK03,CP00195,2.1,term_loan,2.39,business_loan,2023-04-15,2038-04-11,EUR,stage_1,False,False,,,,3.42,0.29,,
EXP000383,BANK03,CP00196,973.9,revolving_credit,1149.49,business_loan,2022-06-29,2029-06-27,EUR,stage_3,False,False,,,,5.36,175.59,,
EXP000384,BANK03,CP00196,903.75,mortgage,1104.51,mortgage,2021-01-10,2026-01-09,EUR,stage_1,False,False,,,,6.78,200.76,1327.05,
EXP000385,BANK03,CP00197,23.9,revolving_credit,27.93,business_loan,2018-02-09,2023-02-08,EUR,stage_2,False,False,,,,3.17,4.03,,
EXP000386,BANK03,CP00197,21.05,revolving_credit,23.58,business_loan,2021-07-17,2031-07-15,EUR,stage_1,False,False,,,,5.31,2.53,,
EXP000387,BANK03,CP00197,14.92,corporate_bond,19.78,business_loan,2018-09-03,2023-09-02,EUR,stage_1,False,False,,,,4.88,4.86,,
EXP000388,BANK03,CP00198,5.2,revolving_credit,7.14,business_loan,2024-04-14,2039-04-11,EUR,stage_1,False,False,,,,3.79,1.94,,
EXP000389,BANK03,CP00198,2.99,mortgage,3.68,commercial_re,2024-10-16,2029-10-15,EUR,stage_1,False,False,,,,5.75,0.69,4.8,
EXP000390,BANK03,CP00199,249.98,revolving_credit,327.45,business_loan,2023-09-22,2033-09-19,EUR,stage_1,False,False,,,,4.73,77.47,,
EXP000391,BANK03,CP00199,432.26,revolving_credit,543.02,business_loan,2019-08-17,2024-08-15,EUR,stage_1,False,False,,,,7.14,110.76,,
EXP000392,BANK03,CP00199,431.51,revolving_credit,459.47,business_loan,2018-10-20,2021-10-19,EUR,stage_1,False,False,,,,3.64,27.96,,
EXP000393,BANK03,CP00199,253.72,term_loan,343.81,business_loan,2022-06-08,2029-06-06,EUR,stage_2,False,False,,,,6.4,90.09,,
EXP000394,BANK03,CP00200,1.57,revolving_credit,2.11,business_loan,2019-11-17,2024-11-15,EUR,stage_1,False,False,,,,3.13,0.54,,
EXP000395,BANK03,CP00200,0.95,corporate_bond,1.01,business_loan,2018-11-24,2023-11-23,EUR,stage_1,False,False,,,,3.02,0.06,,
EXP000396,BANK03,CP00200,2.38,project_finance,2.88,project_finance,2018-04-18,2028-04-15,EUR,stage_1,False,False,,5.56,project_loan,7.48,0.5,,False
EXP000397,BANK03,CP00201,0.71,green_loan,0.78,commercial_re,2022-05-16,2029-05-14,EUR,stage_1,True,True,EU_Taxonomy,,,6.19,0.07,1.1,
EXP000398,BANK03,CP00201,0.83,revolving_credit,0.84,business_loan,2019-11-30,2022-11-29,EUR,stage_2,False,False,,,,4.28,0.01,,
EXP000399,BANK03,CP00202,218.53,mortgage,257.41,commercial_re,2021-01-20,2036-01-17,EUR,stage_1,False,False,,,,7.35,38.88,391.74,
EXP000400,BANK03,CP00202,118.5,project_finance,143.31,project_finance,2024-04-29,2034-04-27,EUR,stage_1,False,False,,248.1,project_loan,5.7,24.81,,False
EXP000401,BANK03,CP00202,177.15,project_finance,198.97,project_finance,2019-01-02,2028-12-30,EUR,stage_1,False,False,,565.41,project_loan,4.56,21.82,,False
EXP000402,BANK03,CP00203,47.71,corporate_bond,53.18,business_loan,2019-07-13,2026-07-11,EUR,stage_1,False,False,,,,5.18,5.47,,
EXP000403,BANK03,CP00204,697.44,term_loan,863.99,business_loan,2022-10-30,2029-10-28,EUR,stage_1,False,False,,,,6.48,166.55,,
EXP000404,BANK03,CP00204,268.68,mortgage,295.54,commercial_re,2022-11-26,2032-11-23,EUR,stage_1,False,False,,,,6.07,26.86,514.26,
EXP000405,BANK03,CP00205,144.77,term_loan,189.04,business_loan,2020-09-08,2035-09-05,EUR,stage_1,False,False,,,,7.05,44.27,,
EXP000406,BANK03,CP00205,318.24,term_loan,370.8,business_loan,2023-12-19,2030-12-17,EUR,stage_1,False,False,,,,6.77,52.56,,
EXP000407,BANK03,CP00205,170.56,corporate_bond,189.13,business_loan,2024-12-05,2034-12-03,EUR,stage_1,False,False,,,,5.61,18.57,,
EXP000408,BANK03,CP00206,1.68,revolving_credit,1.87,business_loan,2020-02-01,2023-01-31,EUR,stage_1,False,False,,,,3.13,0.19,,
EXP000409,BANK03,CP00207,7.07,term_loan,8.26,business_loan,2020-06-08,2027-06-07,EUR,stage_1,False,False,,,,6.43,1.19,,
EXP000410,BANK03,CP00208,45.0,term_loan,46.01,business_loan,2018-11-25,2023-11-24,EUR,stage_1,False,False,,,,6.38,1.01,,
EXP000411,BANK03,CP00208,33.18,term_loan,44.17,business_loan,2020-10-21,2030-10-19,EUR,stage_1,False,False,,,,3.11,10.99,,
EXP000412,BANK03,CP00209,214.29,revolving_credit,253.79,business_loan,2018-05-18,2023-05-17,EUR,stage_1,False,False,,,,6.35,39.5,,
EXP000413,BANK03,CP00210,1.46,corporate_bond,1.55,business_loan,2021-07-02,2028-06-30,EUR,stage_1,False,False,,,,6.14,0.09,,
EXP000414,BANK03,CP00210,1.63,term_loan,1.76,business_loan,2023-05-26,2030-05-24,EUR,stage_2,False,False,,,,6.94,0.13,,
EXP000415,BANK03,CP00210,0.88,term_loan,0.89,business_loan,2022-11-14,2029-11-12,EUR,stage_1,False,False,,,,6.47,0.01,,
EXP000416,BANK03,CP00210,1.28,term_loan,1.68,business_loan,2018-06-22,2033-06-18,EUR,stage_1,False,False,,,,4.88,0.4,,
EXP000417,BANK03,CP00211,52.82,term_loan,59.97,business_loan,2019-01-10,2034-01-06,EUR,stage_1,False,False,,,,7.35,7.15,,
EXP000418,BANK03,CP00211,46.75,revolving_credit,61.55,business_loan,2019-09-23,2034-09-19,EUR,stage_1,False,False,,,,3.13,14.8,,
EXP000419,BANK03,CP00212,9.6,corporate_bond,9.68,business_loan,2022-12-02,2027-12-01,EUR,stage_1,False,False,,,,4.39,0.08,,
EXP000420,BANK03,CP00212,4.19,term_loan,4.68,business_loan,2022-11-28,2037-11-24,EUR,stage_1,False,False,,,,5.99,0.49,,
EXP000421,BANK03,CP00212,3.55,revolving_credit,4.78,business_loan,2023-04-03,2030-04-01,EUR,stage_2,False,False,,,,5.49,1.23,,
EXP000422,BANK03,CP00212,3.29,revolving_credit,4.37,business_loan,2023-01-15,2030-01-13,EUR,stage_1,False,False,,,,5.21,1.08,,
EXP000423,BANK03,CP00213,62.68,corporate_bond,84.16,business_loan,2018-03-18,2033-03-14,EUR,stage_1,False,False,,,,6.38,21.48,,
EXP000424,BANK03,CP00213,82.71,corporate_bond,88.99,business_loan,2024-01-17,2034-01-14,EUR,stage_1,False,False,,,,5.92,6.28,,
EXP000425,BANK03,CP00213,29.89,term_loan,31.21,business_loan,2022-08-06,2029-08-04,EUR,stage_1,False,False,,,,5.12,1.32,,
EXP000426,BANK03,CP00214,161.23,mortgage,192.53,commercial_re,2020-04-07,2023-04-07,EUR,stage_1,False,False,,,,2.99,31.3,251.57,
EXP000427,BANK03,CP00214,545.48,corporate_bond,698.5,business_loan,2023-11-24,2038-11-20,EUR,stage_1,False,False,,,,3.78,153.02,,
EXP000428,BANK03,CP00214,420.2,term_loan,576.25,business_loan,2020-05-04,2030-05-02,EUR,stage_1,False,False,,,,6.66,156.05,,
EXP000429,BANK03,CP00215,366.18,corporate_bond,482.52,business_loan,2022-08-31,2029-08-29,EUR,stage_1,False,False,,,,2.79,116.34,,
EXP000430,BANK03,CP00215,482.84,corporate_bond,665.28,business_loan,2021-05-29,2024-05-28,EUR,stage_1,False,False,,,,7.3,182.44,,
EXP000431,BANK03,CP00216,20.03,term_loan,24.6,business_loan,2023-11-26,2028-11-24,EUR,stage_1,False,False,,,,7.24,4.57,,
EXP000432,BANK03,CP00216,20.79,corporate_bond,26.4,business_loan,2024-06-19,2031-06-18,EUR,stage_1,False,False,,,,6.01,5.61,,
EXP000433,BANK03,CP00217,38.18,project_finance,48.22,project_finance,2023-08-30,2030-08-28,EUR,stage_1,False,False,,102.86,project_loan,5.17,10.04,,False
EXP000434,BANK03,CP00218,264.58,project_finance,308.22,project_finance,2021-08-22,2028-08-20,EUR,stage_1,False,False,,486.04,project_loan,5.67,43.64,,False
EXP000435,BANK03,CP00218,121.29,term_loan,139.49,business_loan,2024-02-13,2029-02-11,EUR,stage_1,False,False,,,,5.25,18.2,,
EXP000436,BANK03,CP00218,130.34,revolving_credit,168.21,business_loan,2022-06-15,2025-06-14,EUR,stage_1,False,False,,,,7.41,37.87,,
EXP000437,BANK03,CP00218,169.34,green_loan,189.68,business_loan,2021-05-21,2024-05-20,EUR,stage_2,True,True,LMA_GLP,,,3.61,20.34,,
EXP000438,BANK03,CP00219,152.12,corporate_bond,183.23,business_loan,2021-02-04,2036-02-01,EUR,stage_1,False,False,,,,5.35,31.11,,
EXP000439,BANK03,CP00220,1.35,term_loan,1.83,business_loan,2020-12-21,2027-12-20,EUR,stage_1,False,False,,,,3.75,0.48,,
EXP000440,BANK04,CP00221,4.82,green_loan,6.35,business_loan,2018-11-13,2025-11-11,EUR,stage_1,True,True,LMA_GLP,,,3.36,1.53,,
EXP000441,BANK04,CP00222,52.11,mortgage,67.34,mortgage,2021-05-15,2024-05-14,EUR,stage_1,False,False,,,,5.38,15.23,78.61,
EXP000442,BANK04,CP00222,15.61,green_loan,21.42,commercial_re,2022-11-14,2032-11-11,EUR,stage_1,True,True,EU_Taxonomy,,,3.1,5.81,26.91,
EXP000443,BANK04,CP00223,1281.5,green_loan,1437.73,business_loan,2022-04-16,2025-04-15,EUR,stage_1,True,True,LMA_GLP,,,2.71,156.23,,
EXP000444,BANK04,CP00223,398.83,green_loan,553.74,business_loan,2018-07-26,2028-07-23,EUR,stage_1,True,True,EU_Taxonomy,,,6.26,154.91,,
EXP000445,BANK04,CP00223,323.8,revolving_credit,367.34,business_loan,2019-08-30,2024-08-28,EUR,stage_1,False,False,,,,4.88,43.54,,
EXP000446,BANK04,CP00224,60.71,green_loan,72.39,business_loan,2019-06-19,2024-06-17,EUR,stage_1,True,True,ICMA_GBP,,,3.49,11.68,,
EXP000447,BANK04,CP00224,104.39,project_finance,114.51,project_finance,2023-11-18,2028-11-16,EUR,stage_1,False,False,,225.73,project_loan,3.83,10.12,,False
EXP000448,BANK04,CP00225,11.68,green_loan,12.57,business_loan,2022-02-05,2029-02-03,EUR,stage_1,True,True,EU_Taxonomy,,,4.22,0.89,,
EXP000449,BANK04,CP00225,14.72,green_loan,15.58,mortgage,2022-12-17,2037-12-13,EUR,stage_1,True,True,EU_Taxonomy,,,2.72,0.86,26.36,
EXP000450,BANK04,CP00226,1.31,corporate_bond,1.44,business_loan,2019-04-06,2022-04-05,EUR,stage_1,False,False,,,,5.61,0.13,,
EXP000451,BANK04,CP00227,9.19,revolving_credit,10.92,business_loan,2021-06-03,2031-06-01,EUR,stage_1,False,False,,,,4.16,1.73,,
EXP000452,BANK04,CP00227,7.65,project_finance,9.56,project_finance,2024-02-26,2034-02-23,EUR,stage_1,False,False,,17.65,project_equity,7.46,1.91,,True
EXP000453,BANK04,CP00227,16.88,revolving_credit,18.6,business_loan,2023-11-28,2026-11-27,EUR,stage_1,False,False,,,,2.8,1.72,,
EXP000454,BANK04,CP00228,140.95,revolving_credit,178.18,business_loan,2018-09-30,2028-09-27,EUR,stage_2,False,False,,,,5.81,37.23,,
EXP000455,BANK04,CP00228,169.57,green_loan,236.03,mortgage,2022-05-03,2027-05-02,EUR,stage_1,True,True,EU_Taxonomy,,,5.04,66.46,311.53,
EXP000456,BANK04,CP00229,1.39,green_loan,1.93,business_loan,2020-03-25,2035-03-22,EUR,stage_1,True,True,LMA_GLP,,,5.3,0.54,,
EXP000457,BANK04,CP00229,0.44,green_loan,0.57,business_loan,2023-06-30,2033-06-27,EUR,stage_1,True,True,EU_Taxonomy,,,2.59,0.13,,
EXP000458,BANK04,CP00229,1.11,term_loan,1.47,business_loan,2023-08-16,2030-08-14,EUR,stage_2,False,False,,,,5.63,0.36,,
EXP000459,BANK04,CP00230,31.27,term_loan,33.17,business_loan,2021-02-21,2026-02-20,EUR,stage_1,False,False,,,,6.99,1.9,,
EXP000460,BANK04,CP00230,8.11,revolving_credit,9.46,business_loan,2024-11-13,2029-11-12,EUR,stage_1,False,False,,,,5.36,1.35,,
EXP000461,BANK04,CP00230,15.26,green_loan,19.24,business_loan,2019-06-24,2024-06-22,EUR,stage_1,True,True,LMA_GLP,,,5.41,3.98,,
EXP000462,BANK04,CP00231,0.99,corporate_bond,1.38,business_loan,2019-07-08,2029-07-05,EUR,stage_1,False,False,,,,7.38,0.39,,
EXP000463,BANK04,CP00232,2.24,revolving_credit,2.52,business_loan,2019-04-30,2024-04-28,EUR,stage_1,False,False,,,,6.9,0.28,,
EXP000464,BANK04,CP00232,1.93,green_loan,2.27,business_loan,2022-08-12,2029-08-10,EUR,stage_2,True,True,EU_Taxonomy,,,7.17,0.34,,
EXP000465,BANK04,CP00232,2.28,term_loan,2.45,business_loan,2019-03-14,2024-03-12,EUR,stage_1,False,False,,,,6.31,0.17,,
EXP000466,BANK04,CP00232,0.9,green_loan,1.15,mortgage,2020-08-09,2025-08-08,EUR,stage_1,True,True,LMA_GLP,,,4.3,0.25,1.27,
EXP000467,BANK04,CP00233,689.48,project_finance,924.49,project_finance,2022-03-12,2027-03-11,EUR,stage_1,False,False,,1131.47,project_equity,4.96,235.01,,True
EXP000468,BANK04,CP00233,370.95,term_loan,511.94,business_loan,2018-03-03,2025-03-01,EUR,stage_1,False,False,,,,3.61,140.99,,
EXP000469,BANK04,CP00234,97.24,term_loan,116.3,business_loan,2022-12-05,2037-12-01,EUR,stage_1,False,False,,,,4.12,19.06,,
EXP000470,BANK04,CP00235,86.76,term_loan,100.44,business_loan,2022-04-08,2029-04-06,EUR,stage_1,False,False,,,,7.2,13.68,,
EXP000471,BANK04,CP00236,704.78,green_loan,833.59,business_loan,2019-03-24,2029-03-21,EUR,stage_2,True,True,EU_Taxonomy,,,6.89,128.81,,
EXP000472,BANK04,CP00236,359.68,revolving_credit,415.42,business_loan,2018-06-10,2033-06-06,EUR,stage_2,False,False,,,,6.33,55.74,,
EXP000473,BANK04,CP00237,6.73,mortgage,7.18,commercial_re,2021-03-17,2031-03-15,EUR,stage_2,False,False,,,,3.97,0.45,13.91,
EXP000474,BANK04,CP00238,38.63,revolving_credit,40.38,business_loan,2019-01-06,2034-01-02,EUR,stage_2,False,False,,,,6.39,1.75,,
EXP000475,BANK04,CP00238,31.14,green_loan,33.37,business_loan,2023-01-21,2026-01-20,EUR,stage_1,True,True,EU_Taxonomy,,,5.45,2.23,,
EXP000476,BANK04,CP00239,5.01,term_loan,5.19,business_loan,2019-11-03,2022-11-02,EUR,stage_1,False,False,,,,6.03,0.18,,
EXP000477,BANK04,CP00240,227.0,corporate_bond,261.38,business_loan,2024-11-12,2029-11-11,EUR,stage_1,False,False,,,,4.4,34.38,,
EXP000478,BANK04,CP00241,37.3,green_loan,48.78,business_loan,2019-08-16,2024-08-14,EUR,stage_1,True,True,EU_Taxonomy,,,2.76,11.48,,
EXP000479,BANK04,CP00241,45.68,green_loan,62.1,mortgage,2020-01-11,2023-01-10,EUR,stage_1,True,True,EU_Taxonomy,,,7.3,16.42,85.27,
EXP000480,BANK04,CP00241,47.48,green_loan,62.82,commercial_re,2023-08-05,2038-08-01,EUR,stage_1,True,True,EU_Taxonomy,,,5.54,15.34,73.81,
EXP000481,BANK04,CP00241,19.54,green_loan,24.24,commercial_re,2022-12-15,2025-12-14,EUR,stage_2,True,True,EU_Taxonomy,,,2.53,4.7,28.92,
EXP000482,BANK04,CP00242,103.26,green_loan,105.53,mortgage,2020-01-28,2025-01-26,EUR,stage_1,True,True,LMA_GLP,,,4.25,2.27,164.39,
EXP000483,BANK04,CP00243,213.69,green_loan,223.0,business_loan,2018-12-26,2021-12-25,EUR,stage_1,True,True,EU_Taxonomy,,,7.47,9.31,,
EXP000484,BANK04,CP00244,61.13,corporate_bond,84.76,business_loan,2024-04-21,2029-04-20,EUR,stage_1,False,False,,,,6.25,23.63,,
EXP000485,BANK04,CP00245,105.1,revolving_credit,140.55,business_loan,2018-10-05,2028-10-02,EUR,stage_1,False,False,,,,2.82,35.45,,
EXP000486,BANK04,CP00246,120.91,green_loan,150.51,mortgage,2020-05-09,2025-05-08,EUR,stage_1,True,True,LMA_GLP,,,3.05,29.6,175.81,
EXP000487,BANK04,CP00247,39.36,revolving_credit,48.95,business_loan,2021-03-22,2031-03-20,EUR,stage_1,False,False,,,,4.08,9.59,,
EXP000488,BANK04,CP00247,39.63,green_loan,47.87,mortgage,2024-04-23,2034-04-21,EUR,stage_1,True,True,LMA_GLP,,,5.66,8.24,55.67,
EXP000489,BANK04,CP00248,997.99,corporate_bond,1007.57,business_loan,2018-01-07,2021-01-06,EUR,stage_1,False,False,,,,5.63,9.58,,
EXP000490,BANK04,CP00249,344.86,green_loan,422.17,business_loan,2021-09-29,2028-09-27,EUR,stage_1,True,True,LMA_GLP,,,5.69,77.31,,
EXP000491,BANK04,CP00249,131.29,term_loan,157.9,business_loan,2021-06-14,2028-06-12,EUR,stage_1,False,False,,,,4.12,26.61,,
EXP000492,BANK04,CP00249,304.27,revolving_credit,405.54,business_loan,2024-11-28,2027-11-28,EUR,stage_1,False,False,,,,3.47,101.27,,
EXP000493,BANK04,CP00250,63.43,green_loan,67.37,business_loan,2019-07-11,2029-07-08,EUR,stage_2,True,True,EU_Taxonomy,,,4.8,3.94,,
EXP000494,BANK04,CP00250,104.37,revolving_credit,116.87,business_loan,2018-08-18,2033-08-14,EUR,stage_1,False,False,,,,6.12,12.5,,
EXP000495,BANK04,CP00250,69.0,term_loan,95.76,business_loan,2021-12-19,2024-12-18,EUR,stage_1,False,False,,,,3.9,26.76,,
EXP000496,BANK04,CP00250,112.98,corporate_bond,130.59,business_loan,2024-05-27,2039-05-24,EUR,stage_2,False,False,,,,5.48,17.61,,
EXP000497,BANK04,CP00251,14.05,green_loan,16.84,business_loan,2022-08-23,2025-08-22,EUR,stage_1,True,True,ICMA_GBP,,,3.69,2.79,,
EXP000498,BANK04,CP00251,18.0,green_loan,23.65,commercial_re,2019-04-05,2026-04-03,EUR,stage_2,True,True,ICMA_GBP,,,6.39,5.65,29.01,
EXP000499,BANK04,CP00251,9.83,green_loan,10.58,business_loan,2023-08-11,2028-08-09,EUR,stage_1,True,True,ICMA_GBP,,,7.12,0.75,,
EXP000500,BANK04,CP00252,188.0,term_loan,203.43,business_loan,2023-10-16,2028-10-14,EUR,stage_1,False,False,,,,2.68,15.43,,
EXP000501,BANK04,CP00252,205.81,green_loan,277.59,mortgage,2018-06-30,2033-06-26,EUR,stage_2,True,True,ICMA_GBP,,,4.17,71.78,305.02,
EXP000502,BANK04,CP00253,9.91,green_loan,11.18,mortgage,2021-07-02,2026-07-01,EUR,stage_1,True,True,EU_Taxonomy,,,3.46,1.27,14.25,
EXP000503,BANK04,CP00254,71.37,green_loan,71.81,commercial_re,2021-01-25,2024-01-25,EUR,stage_1,True,True,LMA_GLP,,,5.61,0.44,125.8,
EXP000504,BANK04,CP00255,115.3,green_loan,126.59,business_loan,2021-03-06,2036-03-02,EUR,stage_1,True,True,ICMA_GBP,,,2.86,11.29,,
EXP000505,BANK05,CP00256,89.84,term_loan,93.65,business_loan,2023-04-13,2026-04-12,EUR,stage_1,False,False,,,,2.77,3.81,,
EXP000506,BANK05,CP00257,69.93,project_finance,79.88,project_finance,2023-01-01,2037-12-28,EUR,stage_1,False,False,,132.19,project_loan,4.16,9.95,,False
EXP000507,BANK05,CP00258,3.54,term_loan,3.73,business_loan,2023-03-23,2038-03-19,EUR,stage_2,False,False,,,,6.56,0.19,,
EXP000508,BANK05,CP00258,2.3,revolving_credit,2.51,business_loan,2023-03-22,2033-03-19,EUR,stage_2,False,False,,,,3.62,0.21,,
EXP000509,BANK05,CP00258,2.84,mortgage,3.63,commercial_re,2022-05-25,2027-05-24,EUR,stage_1,False,False,,,,5.83,0.79,4.69,
EXP000510,BANK05,CP00259,1.79,term_loan,2.04,business_loan,2023-05-01,2026-04-30,EUR,stage_1,False,False,,,,4.81,0.25,,
EXP000511,BANK05,CP00259,2.69,project_finance,2.8,project_finance,2019-06-06,2034-06-02,EUR,stage_1,False,False,,8.64,project_equity,6.59,0.11,,True
EXP000512,BANK05,CP00259,1.42,corporate_bond,1.68,business_loan,2021-05-22,2036-05-18,EUR,stage_1,False,False,,,,5.45,0.26,,
EXP000513,BANK05,CP00260,1.7,revolving_credit,1.84,business_loan,2018-09-28,2025-09-26,EUR,stage_1,False,False,,,,5.97,0.14,,
EXP000514,BANK05,CP00261,2.86,revolving_credit,3.62,business_loan,2020-08-25,2025-08-24,EUR,stage_2,False,False,,,,2.89,0.76,,
EXP000515,BANK05,CP00261,2.89,revolving_credit,3.43,business_loan,2024-08-22,2039-08-19,EUR,stage_1,False,False,,,,5.28,0.54,,
EXP000516,BANK05,CP00261,1.34,green_loan,1.4,mortgage,2018-10-13,2033-10-09,EUR,stage_1,True,True,EU_Taxonomy,,,6.57,0.06,2.0,
EXP000517,BANK05,CP00261,2.13,revolving_credit,2.32,business_loan,2018-09-09,2021-09-08,EUR,stage_1,False,False,,,,3.19,0.19,,
EXP000518,BANK05,CP00262,61.11,corporate_bond,74.1,business_loan,2019-09-04,2029-09-01,EUR,stage_1,False,False,,,,4.45,12.99,,
EXP000519,BANK05,CP00262,22.67,corporate_bond,27.84,business_loan,2021-07-20,2028-07-18,EUR,stage_1,False,False,,,,7.07,5.17,,
EXP000520,BANK05,CP00262,69.46,revolving_credit,85.65,business_loan,2021-11-11,2024-11-10,EUR,stage_1,False,False,,,,5.56,16.19,,
EXP000521,BANK05,CP00263,3.79,term_loan,3.79,business_loan,2024-02-27,2027-02-26,EUR,stage_3,False,False,,,,5.3,0.0,,
EXP000522,BANK05,CP00263,1.03,term_loan,1.21,business_loan,2018-05-08,2023-05-07,EUR,stage_1,False,False,,,,5.45,0.18,,
EXP000523,BANK05,CP00263,3.27,revolving_credit,3.55,business_loan,2022-11-18,2037-11-14,EUR,stage_1,False,False,,,,3.37,0.28,,
EXP000524,BANK05,CP00264,113.68,revolving_credit,126.8,business_loan,2022-09-05,2027-09-04,EUR,stage_1,False,False,,,,6.86,13.12,,
EXP000525,BANK05,CP00264,20.07,corporate_bond,25.35,business_loan,2019-08-13,2029-08-10,EUR,stage_1,False,False,,,,7.37,5.28,,
EXP000526,BANK05,CP00265,7.56,mortgage,9.44,commercial_re,2024-10-11,2034-10-09,EUR,stage_1,False,False,,,,4.77,1.88,11.03,
EXP000527,BANK05,CP00266,4.17,term_loan,4.18,business_loan,2022-10-06,2037-10-02,EUR,stage_1,False,False,,,,4.99,0.01,,
EXP000528,BANK05,CP00266,6.64,term_loan,7.61,business_loan,2024-02-16,2039-02-12,EUR,stage_1,False,False,,,,7.39,0.97,,
EXP000529,BANK05,CP00266,6.59,term_loan,6.96,business_loan,2023-05-27,2026-05-26,EUR,stage_3,False,False,,,,6.16,0.37,,
EXP000530,BANK05,CP00267,5.42,revolving_credit,7.35,business_loan,2018-11-17,2033-11-13,EUR,stage_1,False,False,,,,2.94,1.93,,
EXP000531,BANK05,CP00267,5.2,green_loan,6.86,business_loan,2018-11-16,2033-11-12,EUR,stage_1,True,True,ICMA_GBP,,,4.06,1.66,,
EXP000532,BANK05,CP00267,2.92,mortgage,3.52,commercial_re,2023-04-05,2033-04-02,EUR,stage_1,False,False,,,,4.85,0.6,5.61,
EXP000533,BANK05,CP00267,3.37,green_loan,3.6,commercial_re,2021-04-21,2028-04-19,EUR,stage_1,True,True,LMA_GLP,,,5.98,0.23,5.83,
EXP000534,BANK05,CP00268,10.02,term_loan,10.7,business_loan,2023-04-23,2038-04-19,EUR,stage_3,False,False,,,,2.76,0.68,,
EXP000535,BANK05,CP00269,4.72,term_loan,5.67,business_loan,2018-12-04,2023-12-03,EUR,stage_1,False,False,,,,6.76,0.95,,
EXP000536,BANK05,CP00269,1.79,term_loan,2.32,business_loan,2020-11-18,2023-11-18,EUR,stage_2,False,False,,,,5.52,0.53,,
