travel_id,bank_id,travel_date,emissions_kg_co2e,reporting_year,travel_mode,distance_km,emissions_tco2e,employee_id_hash,emission_factor_kg_co2e_per_km,purpose
TR000648,BANK01,2024-08-04,67.0,,car,392,,EMP36846,0.171,conference
TR000649,BANK01,2024-03-10,928.5,,air_long,6190,,EMP10618,0.15,conference
TR000650,BANK01,2024-02-20,278.6,,air_long,1857,,EMP01539,0.15,training
TR000651,BANK01,2024-08-12,99.0,,car,579,,EMP10725,0.171,internal_meeting
TR000652,BANK01,2024-03-10,22.4,,rail,547,,EMP40380,0.041,internal_meeting
TR000653,BANK01,2024-11-27,35.6,,car,208,,EMP23472,0.171,training
TR000654,BANK01,2024-07-30,1133.8,,air_long,7559,,EMP36897,0.15,conference
TR000655,BANK01,2024-09-11,78.8,,car,461,,EMP24441,0.171,training
TR000656,BANK01,2024-11-29,30.3,,rail,739,,EMP32153,0.041,client_meeting
TR000657,BANK01,2024-04-28,38.5,,rail,940,,EMP31526,0.041,training
TR000658,BANK01,2024-03-17,284.6,,air_short,1116,,EMP05057,0.255,conference
TR000659,BANK01,2024-10-26,1276.0,,air_long,8507,,EMP02384,0.15,conference
TR000660,BANK01,2024-11-01,95.4,,air_short,374,,EMP03078,0.255,client_meeting
TR000661,BANK01,2024-06-08,1250.4,,air_long,8336,,EMP22271,0.15,internal_meeting
TR000662,BANK01,2024-03-07,126.5,,air_short,496,,EMP26224,0.255,conference
TR000663,BANK01,2024-04-02,4.4,,rail,108,,EMP20631,0.041,internal_meeting
TR000664,BANK01,2024-04-11,363.6,,air_short,1426,,EMP44992,0.255,client_meeting
TR000665,BANK01,2024-07-10,418.9,,air_long,2793,,EMP26008,0.15,conference
TR000666,BANK01,2024-09-29,41.7,,rail,1016,,EMP41105,0.041,conference
TR000667,BANK01,2024-04-19,14.0,,rail,341,,EMP06109,0.041,training
TR000668,BANK01,2024-05-18,153.0,,air_short,600,,EMP26683,0.255,internal_meeting
TR000669,BANK01,2024-10-21,315.7,,air_short,1238,,EMP20324,0.255,training
TR000670,BANK01,2024-12-17,15.9,,rail,387,,EMP44152,0.041,training
TR000671,BANK01,2024-12-10,243.5,,air_short,955,,EMP32136,0.255,training
TR000672,BANK01,2024-12-24,291.2,,air_short,1142,,EMP24512,0.255,audit
TR000673,BANK01,2024-06-24,134.7,,car,788,,EMP32672,0.171,training
TR000674,BANK01,2024-01-31,30.7,,rail,748,,EMP12275,0.041,training
TR000675,BANK01,2024-03-25,31.2,,rail,761,,EMP34696,0.041,internal_meeting
TR000676,BANK01,2024-01-11,128.0,,air_short,502,,EMP15139,0.255,internal_meeting
TR000677,BANK01,2024-05-22,45.6,,rail,1113,,EMP46197,0.041,training
TR000678,BANK01,2024-10-30,23.2,,rail,566,,EMP09535,0.041,training
TR000679,BANK01,2024-11-25,314.9,,air_short,1235,,EMP45432,0.255,training
TR000680,BANK01,2024-05-14,88.1,,car,515,,EMP08486,0.171,conference
TR000681,BANK01,2024-05-31,46.9,,rail,1144,,EMP43352,0.041,client_meeting
TR000682,BANK01,2024-02-08,41.9,,rail,1022,,EMP43196,0.041,client_meeting
TR000683,BANK01,2024-11-10,375.4,,air_short,1472,,EMP11387,0.255,audit
TR000684,BANK01,2024-05-12,374.1,,air_short,1467,,EMP41685,0.255,internal_meeting
TR000685,BANK01,2024-06-27,338.9,,air_short,1329,,EMP33157,0.255,audit
TR000686,BANK01,2024-10-30,1289.8,,air_long,8599,,EMP33799,0.15,client_meeting
TR000687,BANK01,2024-05-13,266.2,,air_short,1044,,EMP34655,0.255,internal_meeting
TR000688,BANK01,2024-11-29,259.6,,air_short,1018,,EMP07667,0.255,internal_meeting
TR000689,BANK01,2024-01-29,54.9,,car,321,,EMP18038,0.171,conference
TR000690,BANK01,2024-04-20,5.8,,rail,141,,EMP42750,0.041,client_meeting
TR000691,BANK01,2024-05-29,115.3,,car,674,,EMP42498,0.171,internal_meeting
TR000692,BANK01,2024-01-11,311.4,,air_short,1221,,EMP40592,0.255,conference
TR000693,BANK01,2024-11-22,140.8,,air_short,552,,EMP04806,0.255,client_meeting
TR000694,BANK01,2024-02-18,30.0,,rail,731,,EMP09974,0.041,audit
TR000695,BANK01,2024-10-25,210.1,,air_short,824,,EMP33111,0.255,internal_meeting
TR000696,BANK01,2024-01-15,45.0,,rail,1098,,EMP24244,0.041,conference
TR000697,BANK01,2024-03-07,270.0,,air_short,1059,,EMP26358,0.255,conference
TR000698,BANK01,2024-12-31,38.0,,rail,928,,EMP16736,0.041,internal_meeting
TR000699,BANK01,2024-11-06,251.2,,air_short,985,,EMP32508,0.255,audit
TR000700,BANK01,2024-11-24,332.8,,air_short,1305,,EMP40732,0.255,internal_meeting
TR000701,BANK01,2024-03-24,837.8,,air_long,5585,,EMP21549,0.15,internal_meeting
TR000702,BANK01,2024-02-25,20.5,,rail,499,,EMP37075,0.041,audit
TR000703,BANK01,2024-10-06,221.1,,air_short,867,,EMP38420,0.255,internal_meeting
TR000704,BANK01,2024-07-23,100.7,,car,589,,EMP10852,0.171,internal_meeting
TR000705,BANK01,2024-06-10,39.3,,rail,958,,EMP06859,0.041,audit
TR000706,BANK01,2024-10-05,44.5,,rail,1086,,EMP29251,0.041,conference
TR000707,BANK01,2024-04-14,47.7,,car,279,,EMP12653,0.171,client_meeting
TR000708,BANK01,2024-04-19,20.9,,car,122,,EMP43591,0.171,training
TR000709,BANK01,2024-08-04,36.2,,rail,884,,EMP40388,0.041,client_meeting
TR000710,BANK01,2024-01-11,33.3,,car,195,,EMP07377,0.171,client_meeting
TR000711,BANK01,2024-12-05,48.5,,rail,1182,,EMP20165,0.041,audit
TR000712,BANK01,2024-01-29,47.9,,rail,1168,,EMP30413,0.041,client_meeting
TR000713,BANK01,2024-01-28,141.8,,air_short,556,,EMP42720,0.255,conference
TR000714,BANK01,2024-11-02,77.8,,air_short,305,,EMP25106,0.255,internal_meeting
TR000715,BANK01,2024-05-26,366.9,,air_short,1439,,EMP32633,0.255,conference
TR000716,BANK01,2024-08-31,47.4,,rail,1155,,EMP40044,0.041,training
TR000717,BANK01,2024-05-13,116.5,,air_short,457,,EMP43800,0.255,internal_meeting
TR000718,BANK01,2024-08-16,1280.7,,air_long,8538,,EMP21311,0.15,audit
TR000719,BANK01,2024-11-07,127.0,,air_short,498,,EMP42870,0.255,training
TR000720,BANK01,2024-06-10,35.6,,rail,869,,EMP17706,0.041,audit
TR000721,BANK01,2024-10-10,125.7,,car,735,,EMP13272,0.171,training
TR000722,BANK01,2024-12-06,376.4,,air_short,1476,,EMP29279,0.255,client_meeting
TR000723,BANK01,2024-07-30,125.0,,car,731,,EMP41692,0.171,audit
TR000724,BANK01,2024-10-04,308.6,,air_short,1210,,EMP07197,0.255,internal_meeting
TR000725,BANK01,2024-11-30,138.2,,air_short,542,,EMP05876,0.255,audit
TR000726,BANK01,2024-02-23,248.2,,air_long,1655,,EMP37949,0.15,training
TR000727,BANK01,2024-07-27,271.3,,air_short,1064,,EMP40583,0.255,conference
TR000728,BANK01,2024-06-19,4.9,,rail,119,,EMP47181,0.041,client_meeting
TR000729,BANK01,2024-04-04,4.2,,rail,103,,EMP00067,0.041,conference
TR000730,BANK01,2024-08-24,35.9,,rail,875,,EMP19930,0.041,training
TR000731,BANK01,2024-03-12,670.6,,air_long,4471,,EMP47522,0.15,audit
TR000732,BANK01,2024-01-02,11.1,,rail,271,,EMP22123,0.041,conference
TR000733,BANK01,2024-01-28,1198.5,,air_long,7990,,EMP15969,0.15,audit
TR000734,BANK01,2024-12-25,19.7,,rail,480,,EMP20357,0.041,conference
TR000735,BANK01,2024-04-22,12.3,,rail,300,,EMP21917,0.041,conference
TR000736,BANK01,2024-10-05,82.9,,air_short,325,,EMP10808,0.255,audit
TR000737,BANK01,2024-08-01,332.8,,air_short,1305,,EMP41612,0.255,internal_meeting
TR000738,BANK01,2024-01-29,35.8,,rail,873,,EMP23044,0.041,conference
TR000739,BANK01,2024-11-05,102.8,,air_short,403,,EMP26038,0.255,client_meeting
TR000740,BANK01,2024-05-17,316.5,,air_short,1241,,EMP03841,0.255,client_meeting
TR000741,BANK01,2024-08-08,376.1,,air_short,1475,,EMP39898,0.255,internal_meeting
TR000742,BANK01,2024-10-17,376.9,,air_short,1478,,EMP02116,0.255,audit
TR000743,BANK01,2024-08-03,900.1,,air_long,6001,,EMP40363,0.15,client_meeting
TR000744,BANK01,2024-09-19,46.9,,car,274,,EMP01206,0.171,conference
TR000745,BANK01,2024-10-03,1100.0,,air_long,7333,,EMP36909,0.15,audit
TR000746,BANK01,2024-11-14,88.2,,car,516,,EMP22821,0.171,conference
TR000747,BANK01,2024-05-09,39.5,,car,231,,EMP29295,0.171,audit
TR000748,BANK01,2024-08-13,198.6,,air_short,779,,EMP46730,0.255,client_meeting
TR000749,BANK01,2024-01-09,111.8,,car,654,,EMP23261,0.171,client_meeting
TR000750,BANK01,2024-03-18,22.2,,rail,542,,EMP29644,0.041,client_meeting
TR000751,BANK01,2024-02-03,247.3,,air_short,970,,EMP34203,0.255,training
TR000752,BANK01,2024-07-26,159.6,,air_short,626,,EMP19253,0.255,training
TR000753,BANK01,2024-08-03,87.2,,car,510,,EMP05226,0.171,training
TR000754,BANK01,2024-12-04,221.8,,air_short,870,,EMP14197,0.255,client_meeting
TR000755,BANK01,2024-02-13,726.6,,air_long,4844,,EMP35304,0.15,internal_meeting
TR000756,BANK01,2024-02-08,109.1,,air_short,428,,EMP47653,0.255,internal_meeting
TR000757,BANK01,2024-08-13,1212.0,,air_long,8080,,EMP18073,0.15,audit
TR000758,BANK01,2024-05-14,302.2,,air_short,1185,,EMP39219,0.255,client_meeting
TR000759,BANK01,2024-04-24,31.7,,rail,772,,EMP39640,0.041,audit
TR000760,BANK01,2024-02-07,157.6,,air_short,618,,EMP41024,0.255,audit
TR000761,BANK01,2024-01-11,112.9,,car,660,,EMP03562,0.171,audit
TR000762,BANK01,2024-09-24,1058.2,,air_long,7055,,EMP27706,0.15,client_meeting
TR000763,BANK01,2024-08-06,83.6,,car,489,,EMP41857,0.171,conference
TR000764,BANK01,2024-11-07,325.4,,air_short,1276,,EMP09969,0.255,training
TR000765,BANK01,2024-01-16,77.5,,air_short,304,,EMP36512,0.255,training
TR000766,BANK01,2024-01-06,17.0,,rail,414,,EMP44456,0.041,training
TR000767,BANK01,2024-03-31,31.2,,rail,760,,EMP31731,0.041,training
TR000768,BANK01,2024-07-06,43.1,,car,252,,EMP05474,0.171,client_meeting
TR000769,BANK01,2024-06-26,38.8,,rail,947,,EMP29316,0.041,audit
TR000770,BANK01,2024-11-08,16.9,,rail,411,,EMP20324,0.041,training
TR000771,BANK01,2024-11-08,26.2,,rail,640,,EMP06590,0.041,training
TR000772,BANK01,2024-07-04,46.6,,rail,1136,,EMP11872,0.041,client_meeting
TR000773,BANK01,2024-04-28,4.9,,rail,120,,EMP26445,0.041,internal_meeting
TR000774,BANK01,2024-08-30,146.4,,air_short,574,,EMP45703,0.255,client_meeting
TR000775,BANK01,2024-03-29,600.9,,air_long,4006,,EMP33172,0.15,internal_meeting
TR000776,BANK01,2024-12-21,35.2,,rail,859,,EMP13010,0.041,training
TR000777,BANK01,2024-01-03,171.4,,air_short,672,,EMP41523,0.255,client_meeting
TR000778,BANK01,2024-02-21,253.5,,air_short,994,,EMP18119,0.255,training
TR000779,BANK01,2024-03-21,73.0,,car,427,,EMP16281,0.171,internal_meeting
TR000780,BANK01,2024-05-04,844.5,,air_long,5630,,EMP32439,0.15,client_meeting
TR000781,BANK01,2024-04-22,1227.5,,air_long,8183,,EMP44659,0.15,internal_meeting
TR000782,BANK01,2024-10-18,207.6,,air_short,814,,EMP13404,0.255,training
TR000783,BANK01,2024-03-25,40.4,,rail,985,,EMP28651,0.041,audit
TR000784,BANK01,2024-01-07,179.5,,air_short,704,,EMP01246,0.255,conference
TR000785,BANK01,2024-01-23,31.4,,rail,767,,EMP34289,0.041,training
TR000786,BANK01,2024-12-13,28.7,,rail,699,,EMP31186,0.041,audit
TR000787,BANK01,2024-08-13,274.4,,air_short,1076,,EMP34182,0.255,internal_meeting
TR000788,BANK01,2024-11-23,40.0,,rail,976,,EMP41291,0.041,training
TR000789,BANK01,2024-09-25,75.1,,car,439,,EMP01276,0.171,client_meeting
TR000790,BANK01,2024-04-13,388.3,,air_long,2589,,EMP09412,0.15,client_meeting
TR000791,BANK01,2024-07-08,19.7,,car,115,,EMP05529,0.171,internal_meeting
TR000792,BANK01,2024-02-18,46.2,,car,270,,EMP19710,0.171,training
TR000793,BANK01,2024-10-05,74.9,,car,438,,EMP45742,0.171,audit
TR000794,BANK01,2024-08-13,45.0,,rail,1098,,EMP15491,0.041,audit
TR000795,BANK01,2024-06-19,48.2,,rail,1175,,EMP45240,0.041,internal_meeting
TR000796,BANK01,2024-03-17,941.7,,air_long,6278,,EMP46168,0.15,internal_meeting
TR000797,BANK01,2024-07-05,87.7,,car,513,,EMP45085,0.171,internal_meeting
TR000798,BANK01,2024-06-19,36.7,,rail,896,,EMP18885,0.041,client_meeting
TR000799,BANK01,2024-01-07,247.6,,air_short,971,,EMP10040,0.255,audit
TR000800,BANK01,2024-12-12,79.9,,car,467,,EMP16803,0.171,training
TR000801,BANK01,2024-09-22,36.5,,rail,891,,EMP13743,0.041,client_meeting
TR000802,BANK01,2024-08-09,1057.8,,air_long,7052,,EMP47769,0.15,audit
TR000803,BANK01,2024-01-19,26.2,,rail,638,,EMP04866,0.041,conference
TR000804,BANK01,2024-11-11,47.6,,rail,1162,,EMP09960,0.041,internal_meeting
TR000805,BANK01,2024-01-08,152.5,,air_short,598,,EMP24754,0.255,training
TR000806,BANK01,2024-02-24,35.4,,rail,864,,EMP32465,0.041,client_meeting
TR000807,BANK01,2024-11-02,176.0,,air_short,690,,EMP24682,0.255,training
TR000808,BANK01,2024-01-18,18.9,,rail,460,,EMP41062,0.041,audit
TR000809,BANK01,2024-03-27,315.0,,air_long,2100,,EMP20913,0.15,audit
TR000810,BANK01,2024-09-20,1054.5,,air_long,7030,,EMP35942,0.15,audit
TR000811,BANK01,2024-08-23,24.5,,car,143,,EMP00238,0.171,client_meeting
TR000812,BANK01,2024-01-14,167.5,,air_short,657,,EMP26232,0.255,internal_meeting
TR000813,BANK01,2024-06-19,6.6,,rail,160,,EMP42609,0.041,audit
TR000814,BANK01,2024-03-09,26.9,,rail,657,,EMP31980,0.041,client_meeting
TR000815,BANK01,2024-04-18,95.2,,car,557,,EMP27308,0.171,audit
TR000816,BANK01,2024-02-08,10.2,,rail,248,,EMP38492,0.041,audit
TR000817,BANK01,2024-05-03,235.4,,air_short,923,,EMP45773,0.255,client_meeting
TR000818,BANK01,2024-09-19,45.1,,rail,1099,,EMP24629,0.041,training
TR000819,BANK01,2024-08-29,366.4,,air_short,1437,,EMP34447,0.255,training
TR000820,BANK01,2024-03-22,1101.6,,air_long,7344,,EMP08064,0.15,conference
TR000821,BANK01,2024-01-30,306.5,,air_short,1202,,EMP14235,0.255,internal_meeting
TR000822,BANK01,2024-02-28,10.1,,rail,247,,EMP34592,0.041,conference
TR000823,BANK01,2024-03-12,19.0,,rail,463,,EMP16024,0.041,conference
TR000824,BANK01,2024-06-11,22.4,,car,131,,EMP34935,0.171,audit
TR000825,BANK01,2024-02-29,22.4,,rail,547,,EMP17152,0.041,conference
TR000826,BANK01,2024-10-17,313.1,,air_short,1228,,EMP36257,0.255,client_meeting
TR000827,BANK01,2024-02-05,256.0,,air_short,1004,,EMP01220,0.255,conference
TR000828,BANK01,2024-07-22,31.3,,rail,763,,EMP14779,0.041,internal_meeting
TR000829,BANK01,2024-12-05,360.1,,air_short,1412,,EMP14112,0.255,conference
TR000830,BANK01,2024-01-03,113.0,,car,661,,EMP20430,0.171,client_meeting
TR000831,BANK01,2024-04-30,22.9,,car,134,,EMP46172,0.171,conference
TR000832,BANK01,2024-01-19,319.5,,air_short,1253,,EMP10271,0.255,training
TR000833,BANK01,2024-12-19,902.5,,air_long,6017,,EMP13416,0.15,training
TR000834,BANK01,2024-12-29,184.4,,air_short,723,,EMP26362,0.255,internal_meeting
TR000835,BANK01,2024-05-19,308.7,,air_long,2058,,EMP37762,0.15,conference
TR000836,BANK01,2024-02-08,72.0,,car,421,,EMP43617,0.171,training
TR000837,BANK01,2024-07-21,192.0,,air_short,753,,EMP38777,0.255,conference
TR000838,BANK01,2024-02-17,154.5,,air_short,606,,EMP20277,0.255,internal_meeting
TR000839,BANK01,2024-10-15,295.5,,air_short,1159,,EMP15500,0.255,client_meeting
TR000840,BANK01,2024-05-22,276.9,,air_short,1086,,EMP31492,0.255,internal_meeting
TR000841,BANK01,2024-12-25,129.3,,air_short,507,,EMP01274,0.255,client_meeting
TR000842,BANK01,2024-12-15,364.9,,air_short,1431,,EMP09281,0.255,conference
TR000843,BANK01,2024-05-03,338.6,,air_long,2257,,EMP34047,0.15,client_meeting
TR000844,BANK01,2024-05-10,265.7,,air_short,1042,,EMP37851,0.255,training
TR000845,BANK01,2024-11-25,76.4,,car,447,,EMP18847,0.171,internal_meeting
TR000846,BANK01,2024-03-27,338.6,,air_short,1328,,EMP14000,0.255,client_meeting
TR000847,BANK01,2024-01-04,258.1,,air_short,1012,,EMP39584,0.255,conference
TR000848,BANK01,2024-08-21,44.9,,rail,1096,,EMP02120,0.041,training
TR000849,BANK01,2024-11-20,378.4,,air_short,1484,,EMP31010,0.255,training
TR000850,BANK01,2024-03-22,12.0,,rail,292,,EMP42435,0.041,internal_meeting
TR000851,BANK01,2024-12-11,27.9,,rail,681,,EMP39591,0.041,conference
TR000852,BANK01,2024-03-13,357.3,,air_short,1401,,EMP00666,0.255,client_meeting
TR000853,BANK01,2024-07-15,366.7,,air_short,1438,,EMP14901,0.255,training
TR000854,BANK01,2024-05-29,331.2,,air_short,1299,,EMP16550,0.255,internal_meeting
TR000855,BANK01,2024-04-21,40.8,,rail,996,,EMP22094,0.041,client_meeting
TR000856,BANK01,2024-10-13,70.6,,car,413,,EMP01005,0.171,client_meeting
TR000857,BANK01,2024-04-10,85.9,,air_short,337,,EMP30833,0.255,training
TR000858,BANK01,2024-10-30,391.1,,air_long,2607,,EMP09110,0.15,training
TR000859,BANK01,2024-03-22,125.0,,air_short,490,,EMP34126,0.255,training
TR000860,BANK01,2024-12-06,348.8,,air_short,1368,,EMP28221,0.255,training
TR000861,BANK01,2024-08-13,1252.2,,air_long,8348,,EMP00396,0.15,training
TR000862,BANK01,2024-03-29,107.4,,air_short,421,,EMP10972,0.255,training
TR000863,BANK01,2024-02-11,245.1,,air_short,961,,EMP43151,0.255,internal_meeting
TR000864,BANK01,2024-10-06,125.2,,air_short,491,,EMP12237,0.255,client_meeting
TR000865,BANK01,2024-05-16,94.6,,car,553,,EMP24247,0.171,client_meeting
TR000866,BANK01,2024-05-17,205.5,,air_short,806,,EMP36004,0.255,audit
TR000867,BANK01,2024-04-18,135.7,,air_short,532,,EMP13381,0.255,audit
TR000868,BANK01,2024-11-29,17.8,,rail,435,,EMP27741,0.041,training
TR000869,BANK01,2024-07-16,392.8,,air_long,2619,,EMP18671,0.15,training
TR000870,BANK01,2024-07-01,25.9,,rail,631,,EMP36373,0.041,conference
TR000871,BANK01,2024-12-14,101.2,,air_short,397,,EMP03800,0.255,client_meeting
TR000872,BANK01,2024-01-08,17.1,,rail,417,,EMP30705,0.041,audit
TR000873,BANK01,2024-03-14,40.3,,rail,984,,EMP00543,0.041,audit
TR000874,BANK01,2024-09-27,251.2,,air_short,985,,EMP15625,0.255,internal_meeting
TR000875,BANK01,2024-12-10,250.7,,air_short,983,,EMP12168,0.255,audit
TR000876,BANK01,2024-10-15,14.0,,rail,341,,EMP08008,0.041,audit
TR000877,BANK01,2024-01-22,258.6,,air_short,1014,,EMP39632,0.255,training
TR000878,BANK01,2024-10-04,302.4,,air_short,1186,,EMP43958,0.255,internal_meeting
TR000879,BANK01,2024-02-23,48.3,,rail,1179,,EMP01217,0.041,conference
TR000880,BANK01,2024-12-22,37.8,,rail,922,,EMP09328,0.041,client_meeting
TR000881,BANK01,2024-09-07,5.5,,rail,135,,EMP00833,0.041,client_meeting
TR000882,BANK01,2024-06-05,33.8,,rail,824,,EMP19218,0.041,training
TR000883,BANK01,2024-06-07,112.0,,car,655,,EMP07626,0.171,internal_meeting
TR000884,BANK01,2024-06-05,803.4,,air_long,5356,,EMP42174,0.15,internal_meeting
TR000885,BANK01,2024-08-05,242.2,,air_short,950,,EMP32463,0.255,audit
TR000886,BANK01,2024-04-02,317.5,,air_short,1245,,EMP24716,0.255,conference
TR000887,BANK01,2024-09-07,324.9,,air_short,1274,,EMP14966,0.255,client_meeting
TR000888,BANK01,2024-07-26,117.6,,air_short,461,,EMP26809,0.255,training
TR000889,BANK01,2024-06-06,9.3,,rail,228,,EMP15308,0.041,internal_meeting
TR000890,BANK01,2024-03-17,310.6,,air_short,1218,,EMP15118,0.255,audit
TR000891,BANK01,2024-08-08,11.3,,rail,275,,EMP41489,0.041,client_meeting
TR000892,BANK01,2024-03-22,91.0,,car,532,,EMP00488,0.171,training
TR000893,BANK01,2024-12-04,200.4,,air_short,786,,EMP16408,0.255,internal_meeting
TR000894,BANK01,2024-09-26,280.5,,air_long,1870,,EMP04932,0.15,training
TR000895,BANK01,2024-03-02,115.5,,air_short,453,,EMP31559,0.255,conference
TR000896,BANK01,2024-05-26,14.5,,rail,354,,EMP07121,0.041,conference
TR000897,BANK01,2024-08-24,255.9,,air_long,1706,,EMP16734,0.15,audit
TR000898,BANK01,2024-05-23,1125.6,,air_long,7504,,EMP07933,0.15,training
TR000899,BANK01,2024-02-02,87.6,,car,512,,EMP12714,0.171,client_meeting
TR000900,BANK01,2024-07-26,31.5,,rail,769,,EMP11543,0.041,conference
TR000901,BANK01,2024-04-24,86.2,,air_short,338,,EMP17599,0.255,audit
TR000902,BANK01,2024-02-23,141.5,,air_short,555,,EMP33234,0.255,conference
TR000903,BANK01,2024-12-13,237.0,,air_long,1580,,EMP03096,0.15,training
TR000904,BANK01,2024-05-24,126.0,,car,737,,EMP08511,0.171,training
TR000905,BANK01,2024-02-03,38.3,,car,224,,EMP28327,0.171,conference
TR000906,BANK01,2024-04-13,273.6,,air_short,1073,,EMP28439,0.255,client_meeting
TR000907,BANK01,2024-04-07,178.2,,air_short,699,,EMP05596,0.255,conference
TR000908,BANK01,2024-06-05,99.5,,car,582,,EMP00454,0.171,training
TR000909,BANK01,2024-10-17,196.1,,air_short,769,,EMP18166,0.255,client_meeting
TR000910,BANK01,2024-10-24,45.2,,rail,1103,,EMP16717,0.041,internal_meeting
TR000911,BANK01,2024-04-14,38.3,,rail,933,,EMP06276,0.041,internal_meeting
TR000912,BANK01,2024-11-21,130.8,,car,765,,EMP10576,0.171,conference
TR000913,BANK01,2024-04-16,10.4,,rail,253,,EMP22634,0.041,audit
TR000914,BANK01,2024-02-15,339.4,,air_short,1331,,EMP11463,0.255,internal_meeting
TR000915,BANK01,2024-05-05,726.4,,air_long,4843,,EMP15632,0.15,audit
TR000916,BANK01,2024-01-07,323.6,,air_short,1269,,EMP26455,0.255,internal_meeting
TR000917,BANK01,2024-07-30,959.5,,air_long,6397,,EMP10477,0.15,training
TR000918,BANK01,2024-05-07,229.7,,air_long,1531,,EMP01985,0.15,audit
TR000919,BANK01,2024-09-18,327.4,,air_short,1284,,EMP34806,0.255,internal_meeting
TR000920,BANK01,2024-04-24,964.3,,air_long,6429,,EMP37181,0.15,client_meeting
TR000921,BANK01,2024-09-21,19.5,,rail,476,,EMP42353,0.041,client_meeting
TR000922,BANK01,2024-05-05,375.1,,air_short,1471,,EMP20756,0.255,conference
TR000923,BANK01,2024-03-26,18.7,,rail,457,,EMP28749,0.041,training
TR000924,BANK01,2024-12-10,11.3,,rail,275,,EMP28300,0.041,internal_meeting
TR000925,BANK01,2024-01-16,103.5,,air_short,406,,EMP36212,0.255,client_meeting
TR000926,BANK01,2024-05-21,45.3,,rail,1106,,EMP05548,0.041,client_meeting
TR000927,BANK01,2024-08-12,53.2,,car,311,,EMP19324,0.171,client_meeting
TR000928,BANK01,2024-05-25,81.9,,car,479,,EMP08400,0.171,audit
TR000929,BANK01,2024-08-17,630.1,,air_long,4201,,EMP14030,0.15,audit
TR000930,BANK01,2024-03-07,10.0,,rail,243,,EMP14508,0.041,conference
TR000931,BANK01,2024-11-28,256.1,,air_long,1707,,EMP40057,0.15,training
TR000932,BANK01,2024-08-30,8.2,,rail,200,,EMP23576,0.041,training
TR000933,BANK01,2024-07-31,292.0,,air_short,1145,,EMP14373,0.255,conference
TR000934,BANK01,2024-08-01,91.8,,car,537,,EMP24349,0.171,client_meeting
TR000935,BANK01,2024-09-03,47.2,,car,276,,EMP22457,0.171,conference
TR000936,BANK01,2024-03-11,1317.6,,air_long,8784,,EMP36888,0.15,audit
TR000937,BANK01,2024-10-01,253.5,,air_short,994,,EMP04831,0.255,audit
TR000938,BANK01,2024-10-16,63.1,,car,369,,EMP35477,0.171,internal_meeting
TR000939,BANK01,2024-05-16,273.4,,air_short,1072,,EMP17608,0.255,training
TR000940,BANK01,2024-02-01,259.8,,air_short,1019,,EMP41972,0.255,internal_meeting
TR000941,BANK01,2024-06-19,326.7,,air_short,1281,,EMP40492,0.255,audit
TR000942,BANK01,2024-01-02,37.5,,rail,915,,EMP47402,0.041,internal_meeting
TR000943,BANK01,2024-01-02,480.9,,air_long,3206,,EMP19121,0.15,internal_meeting
TR000944,BANK01,2024-09-08,61.7,,car,361,,EMP14017,0.171,training
TR000945,BANK01,2024-07-11,158.4,,air_short,621,,EMP47917,0.255,training
TR000946,BANK01,2024-11-10,139.2,,air_short,546,,EMP06664,0.255,audit
TR000947,BANK01,2024-04-15,1289.8,,air_long,8599,,EMP32928,0.15,audit
TR000948,BANK01,2024-01-17,14.8,,rail,361,,EMP19923,0.041,internal_meeting
TR000949,BANK01,2024-01-22,28.5,,rail,695,,EMP23526,0.041,client_meeting
TR000950,BANK01,2024-06-12,72.3,,car,423,,EMP23914,0.171,conference
TR000951,BANK01,2024-01-06,273.9,,air_short,1074,,EMP04669,0.255,conference
TR000952,BANK01,2024-06-21,32.7,,rail,798,,EMP03888,0.041,training
TR000953,BANK01,2024-10-19,1106.1,,air_long,7374,,EMP03329,0.15,conference
TR000954,BANK01,2024-07-27,91.3,,air_short,358,,EMP07631,0.255,client_meeting
TR000955,BANK01,2024-01-11,41.1,,rail,1002,,EMP26600,0.041,internal_meeting
TR000956,BANK01,2024-02-16,272.1,,air_short,1067,,EMP38658,0.255,audit
TR000957,BANK01,2024-06-17,187.7,,air_short,736,,EMP29593,0.255,conference
TR000958,BANK01,2024-10-11,265.5,,air_short,1041,,EMP25199,0.255,internal_meeting
TR000959,BANK01,2024-04-30,170.6,,air_short,669,,EMP12738,0.255,audit
TR000960,BANK01,2024-07-12,40.6,,rail,991,,EMP26232,0.041,client_meeting
TR000961,BANK01,2024-10-11,43.2,,rail,1054,,EMP33917,0.041,client_meeting
TR000962,BANK01,2024-04-24,227.5,,air_short,892,,EMP27462,0.255,training
TR000963,BANK01,2024-03-02,634.9,,air_long,4233,,EMP25582,0.15,audit
TR000964,BANK01,2024-12-01,37.3,,car,218,,EMP10366,0.171,audit
TR000965,BANK01,2024-02-05,88.0,,air_short,345,,EMP14120,0.255,internal_meeting
TR000966,BANK01,2024-11-06,179.5,,air_short,704,,EMP28805,0.255,audit
TR000967,BANK01,2024-07-17,19.6,,rail,479,,EMP26285,0.041,audit
TR000968,BANK01,2024-08-02,295.5,,air_long,1970,,EMP13746,0.15,training
TR000969,BANK01,2024-11-27,468.3,,air_long,3122,,EMP04831,0.15,training
TR000970,BANK01,2024-09-05,103.8,,air_short,407,,EMP26145,0.255,conference
