exposure_id,bank_id,counterparty_id,product_type,outstanding_amount_meur,committed_amount_meur,pcaf_asset_class,origination_date,maturity_date,currency,interest_rate_pct,stage,eu_taxonomy_aligned,undrawn_amount_meur,green_label_flag,green_taxonomy,origination_property_value_meur,total_project_cost_meur,has_control,instrument_type
EXP000359,BANK03,CP00182,project_finance,432.88,580.92,project_finance,2022-06-19,2027-06-18,EUR,5.8,stage_1,False,148.04,False,,,899.95,False,project_loan
EXP000360,BANK03,CP00183,term_loan,240.65,279.21,business_loan,2020-05-28,2035-05-25,EUR,4.19,stage_1,False,38.56,False,,,,,
EXP000361,BANK03,CP00183,corporate_bond,240.02,332.63,business_loan,2019-10-21,2029-10-18,EUR,2.53,stage_1,False,92.61,False,,,,,
EXP000362,BANK03,CP00184,revolving_credit,142.74,155.4,business_loan,2018-09-20,2025-09-18,EUR,2.9,stage_1,False,12.66,False,,,,,
EXP000363,BANK03,CP00185,project_finance,927.08,1190.97,project_finance,2023-11-05,2030-11-03,EUR,5.49,stage_2,False,263.89,False,,,2307.18,False,project_loan
EXP000364,BANK03,CP00185,corporate_bond,794.83,858.96,listed_equity,2022-12-04,2025-12-03,EUR,5.78,stage_1,False,64.13,False,,,,,
EXP000365,BANK03,CP00186,project_finance,247.29,308.14,project_finance,2023-10-14,2028-10-12,EUR,5.87,stage_1,False,60.85,False,,,961.27,False,project_loan
EXP000366,BANK03,CP00187,term_loan,1168.07,1333.06,business_loan,2021-02-04,2031-02-02,EUR,4.48,stage_1,False,164.99,False,,,,,
EXP000367,BANK03,CP00187,corporate_bond,699.84,853.69,listed_equity,2018-10-09,2021-10-08,EUR,6.13,stage_1,False,153.85,False,,,,,
EXP000368,BANK03,CP00188,mortgage,598.25,828.71,mortgage,2020-07-15,2035-07-12,EUR,4.77,stage_1,False,230.46,False,,1004.54,,,
EXP000369,BANK03,CP00188,term_loan,199.34,243.88,business_loan,2023-09-05,2026-09-04,EUR,5.02,stage_1,False,44.54,False,,,,,
EXP000370,BANK03,CP00189,term_loan,15.91,17.5,business_loan,2024-01-13,2039-01-09,EUR,4.71,stage_1,False,1.59,False,,,,,
EXP000371,BANK03,CP00190,revolving_credit,0.68,0.92,business_loan,2023-02-23,2033-02-20,EUR,6.81,stage_1,False,0.24,False,,,,,
EXP000372,BANK03,CP00190,revolving_credit,0.7,0.92,business_loan,2020-06-21,2025-06-20,EUR,4.56,stage_1,False,0.22,False,,,,,
EXP000373,BANK03,CP00191,term_loan,7.99,9.26,business_loan,2021-03-22,2024-03-21,EUR,6.24,stage_1,False,1.27,False,,,,,
EXP000374,BANK03,CP00191,term_loan,6.64,7.22,business_loan,2021-07-09,2028-07-07,EUR,5.37,stage_1,False,0.58,False,,,,,
EXP000375,BANK03,CP00192,term_loan,8.29,10.73,business_loan,2020-03-28,2025-03-27,EUR,6.86,stage_1,False,2.44,False,,,,,
EXP000376,BANK03,CP00192,term_loan,2.79,2.96,business_loan,2024-12-08,2031-12-07,EUR,3.03,stage_2,False,0.17,False,,,,,
EXP000377,BANK03,CP00192,corporate_bond,6.37,8.32,business_loan,2024-11-19,2027-11-19,EUR,5.21,stage_1,False,1.95,False,,,,,
EXP000378,BANK03,CP00193,revolving_credit,80.07,95.79,business_loan,2024-06-11,2031-06-10,EUR,7.42,stage_2,False,15.72,False,,,,,
EXP000379,BANK03,CP00193,term_loan,45.45,46.43,business_loan,2024-06-20,2029-06-19,EUR,6.5,stage_1,False,0.98,False,,,,,
EXP000380,BANK03,CP00194,revolving_credit,16.88,23.47,business_loan,2019-12-17,2029-12-14,EUR,5.99,stage_1,False,6.59,False,,,,,
EXP000381,BANK03,CP00194,term_loan,21.59,26.61,business_loan,2020-05-13,2030-05-11,EUR,4.13,stage_1,False,5.02,False,,,,,
EXP000382,BANK03,CP00195,term_loan,2.1,2.39,business_loan,2023-04-15,2038-04-11,EUR,3.42,stage_1,False,0.29,False,,,,,
EXP000383,BANK03,CP00196,revolving_credit,973.9,1149.49,business_loan,2022-06-29,2029-06-27,EUR,5.36,stage_3,False,175.59,False,,,,,
EXP000384,BANK03,CP00196,mortgage,903.75,1104.51,mortgage,2021-01-10,2026-01-09,EUR,6.78,stage_1,False,200.76,False,,1327.05,,,
EXP000385,BANK03,CP00197,revolving_credit,23.9,27.93,business_loan,2018-02-09,2023-02-08,EUR,3.17,stage_2,False,4.03,False,,,,,
EXP000386,BANK03,CP00197,revolving_credit,21.05,23.58,business_loan,2021-07-17,2031-07-15,EUR,5.31,stage_1,False,2.53,False,,,,,
EXP000387,BANK03,CP00197,corporate_bond,14.92,19.78,business_loan,2018-09-03,2023-09-02,EUR,4.88,stage_1,False,4.86,False,,,,,
EXP000388,BANK03,CP00198,revolving_credit,5.2,7.14,business_loan,2024-04-14,2039-04-11,EUR,3.79,stage_1,False,1.94,False,,,,,
EXP000389,BANK03,CP00198,mortgage,2.99,3.68,commercial_re,2024-10-16,2029-10-15,EUR,5.75,stage_1,False,0.69,False,,4.8,,,
EXP000390,BANK03,CP00199,revolving_credit,249.98,327.45,business_loan,2023-09-22,2033-09-19,EUR,4.73,stage_1,False,77.47,False,,,,,
EXP000391,BANK03,CP00199,revolving_credit,432.26,543.02,business_loan,2019-08-17,2024-08-15,EUR,7.14,stage_1,False,110.76,False,,,,,
EXP000392,BANK03,CP00199,revolving_credit,431.51,459.47,business_loan,2018-10-20,2021-10-19,EUR,3.64,stage_1,False,27.96,False,,,,,
EXP000393,BANK03,CP00199,term_loan,253.72,343.81,business_loan,2022-06-08,2029-06-06,EUR,6.4,stage_2,False,90.09,False,,,,,
EXP000394,BANK03,CP00200,revolving_credit,1.57,2.11,business_loan,2019-11-17,2024-11-15,EUR,3.13,stage_1,False,0.54,False,,,,,
EXP000395,BANK03,CP00200,corporate_bond,0.95,1.01,business_loan,2018-11-24,2023-11-23,EUR,3.02,stage_1,False,0.06,False,,,,,
EXP000396,BANK03,CP00200,project_finance,2.38,2.88,project_finance,2018-04-18,2028-04-15,EUR,7.48,stage_1,False,0.5,False,,,5.56,False,project_loan
EXP000397,BANK03,CP00201,green_loan,0.71,0.78,commercial_re,2022-05-16,2029-05-14,EUR,6.19,stage_1,True,0.07,True,EU_Taxonomy,1.1,,,
EXP000398,BANK03,CP00201,revolving_credit,0.83,0.84,business_loan,2019-11-30,2022-11-29,EUR,4.28,stage_2,False,0.01,False,,,,,
EXP000399,BANK03,CP00202,mortgage,218.53,257.41,commercial_re,2021-01-20,2036-01-17,EUR,7.35,stage_1,False,38.88,False,,391.74,,,
EXP000400,BANK03,CP00202,project_finance,118.5,143.31,project_finance,2024-04-29,2034-04-27,EUR,5.7,stage_1,False,24.81,False,,,248.1,False,project_loan
EXP000401,BANK03,CP00202,project_finance,177.15,198.97,project_finance,2019-01-02,2028-12-30,EUR,4.56,stage_1,False,21.82,False,,,565.41,False,project_loan
EXP000402,BANK03,CP00203,corporate_bond,47.71,53.18,business_loan,2019-07-13,2026-07-11,EUR,5.18,stage_1,False,5.47,False,,,,,
EXP000403,BANK03,CP00204,term_loan,697.44,863.99,business_loan,2022-10-30,2029-10-28,EUR,6.48,stage_1,False,166.55,False,,,,,
EXP000404,BANK03,CP00204,mortgage,268.68,295.54,commercial_re,2022-11-26,2032-11-23,EUR,6.07,stage_1,False,26.86,False,,514.26,,,
EXP000405,BANK03,CP00205,term_loan,144.77,189.04,business_loan,2020-09-08,2035-09-05,EUR,7.05,stage_1,False,44.27,False,,,,,
EXP000406,BANK03,CP00205,term_loan,318.24,370.8,business_loan,2023-12-19,2030-12-17,EUR,6.77,stage_1,False,52.56,False,,,,,
EXP000407,BANK03,CP00205,corporate_bond,170.56,189.13,business_loan,2024-12-05,2034-12-03,EUR,5.61,stage_1,False,18.57,False,,,,,
EXP000408,BANK03,CP00206,revolving_credit,1.68,1.87,business_loan,2020-02-01,2023-01-31,EUR,3.13,stage_1,False,0.19,False,,,,,
EXP000409,BANK03,CP00207,term_loan,7.07,8.26,business_loan,2020-06-08,2027-06-07,EUR,6.43,stage_1,False,1.19,False,,,,,
EXP000410,BANK03,CP00208,term_loan,45.0,46.01,business_loan,2018-11-25,2023-11-24,EUR,6.38,stage_1,False,1.01,False,,,,,
EXP000411,BANK03,CP00208,term_loan,33.18,44.17,business_loan,2020-10-21,2030-10-19,EUR,3.11,stage_1,False,10.99,False,,,,,
EXP000412,BANK03,CP00209,revolving_credit,214.29,253.79,business_loan,2018-05-18,2023-05-17,EUR,6.35,stage_1,False,39.5,False,,,,,
EXP000413,BANK03,CP00210,corporate_bond,1.46,1.55,business_loan,2021-07-02,2028-06-30,EUR,6.14,stage_1,False,0.09,False,,,,,
EXP000414,BANK03,CP00210,term_loan,1.63,1.76,business_loan,2023-05-26,2030-05-24,EUR,6.94,stage_2,False,0.13,False,,,,,
EXP000415,BANK03,CP00210,term_loan,0.88,0.89,business_loan,2022-11-14,2029-11-12,EUR,6.47,stage_1,False,0.01,False,,,,,
EXP000416,BANK03,CP00210,term_loan,1.28,1.68,business_loan,2018-06-22,2033-06-18,EUR,4.88,stage_1,False,0.4,False,,,,,
EXP000417,BANK03,CP00211,term_loan,52.82,59.97,business_loan,2019-01-10,2034-01-06,EUR,7.35,stage_1,False,7.15,False,,,,,
EXP000418,BANK03,CP00211,revolving_credit,46.75,61.55,business_loan,2019-09-23,2034-09-19,EUR,3.13,stage_1,False,14.8,False,,,,,
EXP000419,BANK03,CP00212,corporate_bond,9.6,9.68,business_loan,2022-12-02,2027-12-01,EUR,4.39,stage_1,False,0.08,False,,,,,
EXP000420,BANK03,CP00212,term_loan,4.19,4.68,business_loan,2022-11-28,2037-11-24,EUR,5.99,stage_1,False,0.49,False,,,,,
EXP000421,BANK03,CP00212,revolving_credit,3.55,4.78,business_loan,2023-04-03,2030-04-01,EUR,5.49,stage_2,False,1.23,False,,,,,
EXP000422,BANK03,CP00212,revolving_credit,3.29,4.37,business_loan,2023-01-15,2030-01-13,EUR,5.21,stage_1,False,1.08,False,,,,,
EXP000423,BANK03,CP00213,corporate_bond,62.68,84.16,business_loan,2018-03-18,2033-03-14,EUR,6.38,stage_1,False,21.48,False,,,,,
EXP000424,BANK03,CP00213,corporate_bond,82.71,88.99,business_loan,2024-01-17,2034-01-14,EUR,5.92,stage_1,False,6.28,False,,,,,
EXP000425,BANK03,CP00213,term_loan,29.89,31.21,business_loan,2022-08-06,2029-08-04,EUR,5.12,stage_1,False,1.32,False,,,,,
EXP000426,BANK03,CP00214,mortgage,161.23,192.53,commercial_re,2020-04-07,2023-04-07,EUR,2.99,stage_1,False,31.3,False,,251.57,,,
EXP000427,BANK03,CP00214,corporate_bond,545.48,698.5,business_loan,2023-11-24,2038-11-20,EUR,3.78,stage_1,False,153.02,False,,,,,
EXP000428,BANK03,CP00214,term_loan,420.2,576.25,business_loan,2020-05-04,2030-05-02,EUR,6.66,stage_1,False,156.05,False,,,,,
EXP000429,BANK03,CP00215,corporate_bond,366.18,482.52,business_loan,2022-08-31,2029-08-29,EUR,2.79,stage_1,False,116.34,False,,,,,
EXP000430,BANK03,CP00215,corporate_bond,482.84,665.28,business_loan,2021-05-29,2024-05-28,EUR,7.3,stage_1,False,182.44,False,,,,,
EXP000431,BANK03,CP00216,term_loan,20.03,24.6,business_loan,2023-11-26,2028-11-24,EUR,7.24,stage_1,False,4.57,False,,,,,
EXP000432,BANK03,CP00216,corporate_bond,20.79,26.4,business_loan,2024-06-19,2031-06-18,EUR,6.01,stage_1,False,5.61,False,,,,,
EXP000433,BANK03,CP00217,project_finance,38.18,48.22,project_finance,2023-08-30,2030-08-28,EUR,5.17,stage_1,False,10.04,False,,,102.86,False,project_loan
EXP000434,BANK03,CP00218,project_finance,264.58,308.22,project_finance,2021-08-22,2028-08-20,EUR,5.67,stage_1,False,43.64,False,,,486.04,False,project_loan
EXP000435,BANK03,CP00218,term_loan,121.29,139.49,business_loan,2024-02-13,2029-02-11,EUR,5.25,stage_1,False,18.2,False,,,,,
EXP000436,BANK03,CP00218,revolving_credit,130.34,168.21,business_loan,2022-06-15,2025-06-14,EUR,7.41,stage_1,False,37.87,False,,,,,
EXP000437,BANK03,CP00218,green_loan,169.34,189.68,business_loan,2021-05-21,2024-05-20,EUR,3.61,stage_2,True,20.34,True,LMA_GLP,,,,
EXP000438,BANK03,CP00219,corporate_bond,152.12,183.23,business_loan,2021-02-04,2036-02-01,EUR,5.35,stage_1,False,31.11,False,,,,,
EXP000439,BANK03,CP00220,term_loan,1.35,1.83,business_loan,2020-12-21,2027-12-20,EUR,3.75,stage_1,False,0.48,False,,,,,
EXP000440,BANK04,CP00221,green_loan,4.82,6.35,business_loan,2018-11-13,2025-11-11,EUR,3.36,stage_1,True,1.53,True,LMA_GLP,,,,
EXP000441,BANK04,CP00222,mortgage,52.11,67.34,mortgage,2021-05-15,2024-05-14,EUR,5.38,stage_1,False,15.23,False,,78.61,,,
EXP000442,BANK04,CP00222,green_loan,15.61,21.42,commercial_re,2022-11-14,2032-11-11,EUR,3.1,stage_1,True,5.81,True,EU_Taxonomy,26.91,,,
EXP000443,BANK04,CP00223,green_loan,1281.5,1437.73,business_loan,2022-04-16,2025-04-15,EUR,2.71,stage_1,True,156.23,True,LMA_GLP,,,,
EXP000444,BANK04,CP00223,green_loan,398.83,553.74,business_loan,2018-07-26,2028-07-23,EUR,6.26,stage_1,True,154.91,True,EU_Taxonomy,,,,
EXP000445,BANK04,CP00223,revolving_credit,323.8,367.34,business_loan,2019-08-30,2024-08-28,EUR,4.88,stage_1,False,43.54,False,,,,,
EXP000446,BANK04,CP00224,green_loan,60.71,72.39,business_loan,2019-06-19,2024-06-17,EUR,3.49,stage_1,True,11.68,True,ICMA_GBP,,,,
EXP000447,BANK04,CP00224,project_finance,104.39,114.51,project_finance,2023-11-18,2028-11-16,EUR,3.83,stage_1,False,10.12,False,,,225.73,False,project_loan
EXP000448,BANK04,CP00225,green_loan,11.68,12.57,business_loan,2022-02-05,2029-02-03,EUR,4.22,stage_1,True,0.89,True,EU_Taxonomy,,,,
EXP000449,BANK04,CP00225,green_loan,14.72,15.58,mortgage,2022-12-17,2037-12-13,EUR,2.72,stage_1,True,0.86,True,EU_Taxonomy,26.36,,,
EXP000450,BANK04,CP00226,corporate_bond,1.31,1.44,business_loan,2019-04-06,2022-04-05,EUR,5.61,stage_1,False,0.13,False,,,,,
EXP000451,BANK04,CP00227,revolving_credit,9.19,10.92,business_loan,2021-06-03,2031-06-01,EUR,4.16,stage_1,False,1.73,False,,,,,
EXP000452,BANK04,CP00227,project_finance,7.65,9.56,project_finance,2024-02-26,2034-02-23,EUR,7.46,stage_1,False,1.91,False,,,17.65,True,project_equity
EXP000453,BANK04,CP00227,revolving_credit,16.88,18.6,business_loan,2023-11-28,2026-11-27,EUR,2.8,stage_1,False,1.72,False,,,,,
EXP000454,BANK04,CP00228,revolving_credit,140.95,178.18,business_loan,2018-09-30,2028-09-27,EUR,5.81,stage_2,False,37.23,False,,,,,
EXP000455,BANK04,CP00228,green_loan,169.57,236.03,mortgage,2022-05-03,2027-05-02,EUR,5.04,stage_1,True,66.46,True,EU_Taxonomy,311.53,,,
EXP000456,BANK04,CP00229,green_loan,1.39,1.93,business_loan,2020-03-25,2035-03-22,EUR,5.3,stage_1,True,0.54,True,LMA_GLP,,,,
EXP000457,BANK04,CP00229,green_loan,0.44,0.57,business_loan,2023-06-30,2033-06-27,EUR,2.59,stage_1,True,0.13,True,EU_Taxonomy,,,,
EXP000458,BANK04,CP00229,term_loan,1.11,1.47,business_loan,2023-08-16,2030-08-14,EUR,5.63,stage_2,False,0.36,False,,,,,
EXP000459,BANK04,CP00230,term_loan,31.27,33.17,business_loan,2021-02-21,2026-02-20,EUR,6.99,stage_1,False,1.9,False,,,,,
EXP000460,BANK04,CP00230,revolving_credit,8.11,9.46,business_loan,2024-11-13,2029-11-12,EUR,5.36,stage_1,False,1.35,False,,,,,
EXP000461,BANK04,CP00230,green_loan,15.26,19.24,business_loan,2019-06-24,2024-06-22,EUR,5.41,stage_1,True,3.98,True,LMA_GLP,,,,
EXP000462,BANK04,CP00231,corporate_bond,0.99,1.38,business_loan,2019-07-08,2029-07-05,EUR,7.38,stage_1,False,0.39,False,,,,,
EXP000463,BANK04,CP00232,revolving_credit,2.24,2.52,business_loan,2019-04-30,2024-04-28,EUR,6.9,stage_1,False,0.28,False,,,,,
EXP000464,BANK04,CP00232,green_loan,1.93,2.27,business_loan,2022-08-12,2029-08-10,EUR,7.17,stage_2,True,0.34,True,EU_Taxonomy,,,,
EXP000465,BANK04,CP00232,term_loan,2.28,2.45,business_loan,2019-03-14,2024-03-12,EUR,6.31,stage_1,False,0.17,False,,,,,
EXP000466,BANK04,CP00232,green_loan,0.9,1.15,mortgage,2020-08-09,2025-08-08,EUR,4.3,stage_1,True,0.25,True,LMA_GLP,1.27,,,
EXP000467,BANK04,CP00233,project_finance,689.48,924.49,project_finance,2022-03-12,2027-03-11,EUR,4.96,stage_1,False,235.01,False,,,1131.47,True,project_equity
EXP000468,BANK04,CP00233,term_loan,370.95,511.94,business_loan,2018-03-03,2025-03-01,EUR,3.61,stage_1,False,140.99,False,,,,,
EXP000469,BANK04,CP00234,term_loan,97.24,116.3,business_loan,2022-12-05,2037-12-01,EUR,4.12,stage_1,False,19.06,False,,,,,
EXP000470,BANK04,CP00235,term_loan,86.76,100.44,business_loan,2022-04-08,2029-04-06,EUR,7.2,stage_1,False,13.68,False,,,,,
EXP000471,BANK04,CP00236,green_loan,704.78,833.59,business_loan,2019-03-24,2029-03-21,EUR,6.89,stage_2,True,128.81,True,EU_Taxonomy,,,,
EXP000472,BANK04,CP00236,revolving_credit,359.68,415.42,business_loan,2018-06-10,2033-06-06,EUR,6.33,stage_2,False,55.74,False,,,,,
EXP000473,BANK04,CP00237,mortgage,6.73,7.18,commercial_re,2021-03-17,2031-03-15,EUR,3.97,stage_2,False,0.45,False,,13.91,,,
EXP000474,BANK04,CP00238,revolving_credit,38.63,40.38,business_loan,2019-01-06,2034-01-02,EUR,6.39,stage_2,False,1.75,False,,,,,
EXP000475,BANK04,CP00238,green_loan,31.14,33.37,business_loan,2023-01-21,2026-01-20,EUR,5.45,stage_1,True,2.23,True,EU_Taxonomy,,,,
EXP000476,BANK04,CP00239,term_loan,5.01,5.19,business_loan,2019-11-03,2022-11-02,EUR,6.03,stage_1,False,0.18,False,,,,,
EXP000477,BANK04,CP00240,corporate_bond,227.0,261.38,business_loan,2024-11-12,2029-11-11,EUR,4.4,stage_1,False,34.38,False,,,,,
EXP000478,BANK04,CP00241,green_loan,37.3,48.78,business_loan,2019-08-16,2024-08-14,EUR,2.76,stage_1,True,11.48,True,EU_Taxonomy,,,,
EXP000479,BANK04,CP00241,green_loan,45.68,62.1,mortgage,2020-01-11,2023-01-10,EUR,7.3,stage_1,True,16.42,True,EU_Taxonomy,85.27,,,
EXP000480,BANK04,CP00241,green_loan,47.48,62.82,commercial_re,2023-08-05,2038-08-01,EUR,5.54,stage_1,True,15.34,True,EU_Taxonomy,73.81,,,
EXP000481,BANK04,CP00241,green_loan,19.54,24.24,commercial_re,2022-12-15,2025-12-14,EUR,2.53,stage_2,True,4.7,True,EU_Taxonomy,28.92,,,
EXP000482,BANK04,CP00242,green_loan,103.26,105.53,mortgage,2020-01-28,2025-01-26,EUR,4.25,stage_1,True,2.27,True,LMA_GLP,164.39,,,
EXP000483,BANK04,CP00243,green_loan,213.69,223.0,business_loan,2018-12-26,2021-12-25,EUR,7.47,stage_1,True,9.31,True,EU_Taxonomy,,,,
EXP000484,BANK04,CP00244,corporate_bond,61.13,84.76,business_loan,2024-04-21,2029-04-20,EUR,6.25,stage_1,False,23.63,False,,,,,
EXP000485,BANK04,CP00245,revolving_credit,105.1,140.55,business_loan,2018-10-05,2028-10-02,EUR,2.82,stage_1,False,35.45,False,,,,,
EXP000486,BANK04,CP00246,green_loan,120.91,150.51,mortgage,2020-05-09,2025-05-08,EUR,3.05,stage_1,True,29.6,True,LMA_GLP,175.81,,,
EXP000487,BANK04,CP00247,revolving_credit,39.36,48.95,business_loan,2021-03-22,2031-03-20,EUR,4.08,stage_1,False,9.59,False,,,,,
EXP000488,BANK04,CP00247,green_loan,39.63,47.87,mortgage,2024-04-23,2034-04-21,EUR,5.66,stage_1,True,8.24,True,LMA_GLP,55.67,,,
EXP000489,BANK04,CP00248,corporate_bond,997.99,1007.57,business_loan,2018-01-07,2021-01-06,EUR,5.63,stage_1,False,9.58,False,,,,,
EXP000490,BANK04,CP00249,green_loan,344.86,422.17,business_loan,2021-09-29,2028-09-27,EUR,5.69,stage_1,True,77.31,True,LMA_GLP,,,,
EXP000491,BANK04,CP00249,term_loan,131.29,157.9,business_loan,2021-06-14,2028-06-12,EUR,4.12,stage_1,False,26.61,False,,,,,
EXP000492,BANK04,CP00249,revolving_credit,304.27,405.54,business_loan,2024-11-28,2027-11-28,EUR,3.47,stage_1,False,101.27,False,,,,,
EXP000493,BANK04,CP00250,green_loan,63.43,67.37,business_loan,2019-07-11,2029-07-08,EUR,4.8,stage_2,True,3.94,True,EU_Taxonomy,,,,
EXP000494,BANK04,CP00250,revolving_credit,104.37,116.87,business_loan,2018-08-18,2033-08-14,EUR,6.12,stage_1,False,12.5,False,,,,,
EXP000495,BANK04,CP00250,term_loan,69.0,95.76,business_loan,2021-12-19,2024-12-18,EUR,3.9,stage_1,False,26.76,False,,,,,
EXP000496,BANK04,CP00250,corporate_bond,112.98,130.59,business_loan,2024-05-27,2039-05-24,EUR,5.48,stage_2,False,17.61,False,,,,,
EXP000497,BANK04,CP00251,green_loan,14.05,16.84,business_loan,2022-08-23,2025-08-22,EUR,3.69,stage_1,True,2.79,True,ICMA_GBP,,,,
EXP000498,BANK04,CP00251,green_loan,18.0,23.65,commercial_re,2019-04-05,2026-04-03,EUR,6.39,stage_2,True,5.65,True,ICMA_GBP,29.01,,,
EXP000499,BANK04,CP00251,green_loan,9.83,10.58,business_loan,2023-08-11,2028-08-09,EUR,7.12,stage_1,True,0.75,True,ICMA_GBP,,,,
EXP000500,BANK04,CP00252,term_loan,188.0,203.43,business_loan,2023-10-16,2028-10-14,EUR,2.68,stage_1,False,15.43,False,,,,,
EXP000501,BANK04,CP00252,green_loan,205.81,277.59,mortgage,2018-06-30,2033-06-26,EUR,4.17,stage_2,True,71.78,True,ICMA_GBP,305.02,,,
EXP000502,BANK04,CP00253,green_loan,9.91,11.18,mortgage,2021-07-02,2026-07-01,EUR,3.46,stage_1,True,1.27,True,EU_Taxonomy,14.25,,,
EXP000503,BANK04,CP00254,green_loan,71.37,71.81,commercial_re,2021-01-25,2024-01-25,EUR,5.61,stage_1,True,0.44,True,LMA_GLP,125.8,,,
EXP000504,BANK04,CP00255,green_loan,115.3,126.59,business_loan,2021-03-06,2036-03-02,EUR,2.86,stage_1,True,11.29,True,ICMA_GBP,,,,
EXP000505,BANK05,CP00256,term_loan,89.84,93.65,business_loan,2023-04-13,2026-04-12,EUR,2.77,stage_1,False,3.81,False,,,,,
EXP000506,BANK05,CP00257,project_finance,69.93,79.88,project_finance,2023-01-01,2037-12-28,EUR,4.16,stage_1,False,9.95,False,,,132.19,False,project_loan
EXP000507,BANK05,CP00258,term_loan,3.54,3.73,business_loan,2023-03-23,2038-03-19,EUR,6.56,stage_2,False,0.19,False,,,,,
EXP000508,BANK05,CP00258,revolving_credit,2.3,2.51,business_loan,2023-03-22,2033-03-19,EUR,3.62,stage_2,False,0.21,False,,,,,
EXP000509,BANK05,CP00258,mortgage,2.84,3.63,commercial_re,2022-05-25,2027-05-24,EUR,5.83,stage_1,False,0.79,False,,4.69,,,
EXP000510,BANK05,CP00259,term_loan,1.79,2.04,business_loan,2023-05-01,2026-04-30,EUR,4.81,stage_1,False,0.25,False,,,,,
EXP000511,BANK05,CP00259,project_finance,2.69,2.8,project_finance,2019-06-06,2034-06-02,EUR,6.59,stage_1,False,0.11,False,,,8.64,True,project_equity
EXP000512,BANK05,CP00259,corporate_bond,1.42,1.68,business_loan,2021-05-22,2036-05-18,EUR,5.45,stage_1,False,0.26,False,,,,,
EXP000513,BANK05,CP00260,revolving_credit,1.7,1.84,business_loan,2018-09-28,2025-09-26,EUR,5.97,stage_1,False,0.14,False,,,,,
EXP000514,BANK05,CP00261,revolving_credit,2.86,3.62,business_loan,2020-08-25,2025-08-24,EUR,2.89,stage_2,False,0.76,False,,,,,
EXP000515,BANK05,CP00261,revolving_credit,2.89,3.43,business_loan,2024-08-22,2039-08-19,EUR,5.28,stage_1,False,0.54,False,,,,,
EXP000516,BANK05,CP00261,green_loan,1.34,1.4,mortgage,2018-10-13,2033-10-09,EUR,6.57,stage_1,True,0.06,True,EU_Taxonomy,2.0,,,
EXP000517,BANK05,CP00261,revolving_credit,2.13,2.32,business_loan,2018-09-09,2021-09-08,EUR,3.19,stage_1,False,0.19,False,,,,,
EXP000518,BANK05,CP00262,corporate_bond,61.11,74.1,business_loan,2019-09-04,2029-09-01,EUR,4.45,stage_1,False,12.99,False,,,,,
EXP000519,BANK05,CP00262,corporate_bond,22.67,27.84,business_loan,2021-07-20,2028-07-18,EUR,7.07,stage_1,False,5.17,False,,,,,
EXP000520,BANK05,CP00262,revolving_credit,69.46,85.65,business_loan,2021-11-11,2024-11-10,EUR,5.56,stage_1,False,16.19,False,,,,,
EXP000521,BANK05,CP00263,term_loan,3.79,3.79,business_loan,2024-02-27,2027-02-26,EUR,5.3,stage_3,False,0.0,False,,,,,
EXP000522,BANK05,CP00263,term_loan,1.03,1.21,business_loan,2018-05-08,2023-05-07,EUR,5.45,stage_1,False,0.18,False,,,,,
EXP000523,BANK05,CP00263,revolving_credit,3.27,3.55,business_loan,2022-11-18,2037-11-14,EUR,3.37,stage_1,False,0.28,False,,,,,
EXP000524,BANK05,CP00264,revolving_credit,113.68,126.8,business_loan,2022-09-05,2027-09-04,EUR,6.86,stage_1,False,13.12,False,,,,,
EXP000525,BANK05,CP00264,corporate_bond,20.07,25.35,business_loan,2019-08-13,2029-08-10,EUR,7.37,stage_1,False,5.28,False,,,,,
EXP000526,BANK05,CP00265,mortgage,7.56,9.44,commercial_re,2024-10-11,2034-10-09,EUR,4.77,stage_1,False,1.88,False,,11.03,,,
EXP000527,BANK05,CP00266,term_loan,4.17,4.18,business_loan,2022-10-06,2037-10-02,EUR,4.99,stage_1,False,0.01,False,,,,,
EXP000528,BANK05,CP00266,term_loan,6.64,7.61,business_loan,2024-02-16,2039-02-12,EUR,7.39,stage_1,False,0.97,False,,,,,
EXP000529,BANK05,CP00266,term_loan,6.59,6.96,business_loan,2023-05-27,2026-05-26,EUR,6.16,stage_3,False,0.37,False,,,,,
EXP000530,BANK05,CP00267,revolving_credit,5.42,7.35,business_loan,2018-11-17,2033-11-13,EUR,2.94,stage_1,False,1.93,False,,,,,
EXP000531,BANK05,CP00267,green_loan,5.2,6.86,business_loan,2018-11-16,2033-11-12,EUR,4.06,stage_1,True,1.66,True,ICMA_GBP,,,,
EXP000532,BANK05,CP00267,mortgage,2.92,3.52,commercial_re,2023-04-05,2033-04-02,EUR,4.85,stage_1,False,0.6,False,,5.61,,,
EXP000533,BANK05,CP00267,green_loan,3.37,3.6,commercial_re,2021-04-21,2028-04-19,EUR,5.98,stage_1,True,0.23,True,LMA_GLP,5.83,,,
EXP000534,BANK05,CP00268,term_loan,10.02,10.7,business_loan,2023-04-23,2038-04-19,EUR,2.76,stage_3,False,0.68,False,,,,,
EXP000535,BANK05,CP00269,term_loan,4.72,5.67,business_loan,2018-12-04,2023-12-03,EUR,6.76,stage_1,False,0.95,False,,,,,
EXP000536,BANK05,CP00269,term_loan,1.79,2.32,business_loan,2020-11-18,2023-11-18,EUR,5.52,stage_2,False,0.53,False,,,,,
