bank_id,reporting_year,electricity_kwh,scope2_location_tco2e,scope2_market_tco2e,invoice_id,facility_id,invoice_year,invoice_month,electricity_cost_eur,renewable_share_pct,natural_gas_kwh,natural_gas_cost_eur,water_m3,water_cost_eur,rec_volume_kwh,rec_registry,grid_emission_factor_tco2e_per_mwh,scope1_gas_tco2e
BANK02,,58488,3.135,1.5675,UI0001660,FAC0047,2022,2022-04,11922.63,50,26440,2801.3,556,1980.21,29244.0,I-REC,0.0536,5.3409
BANK02,,52154,2.7955,2.2364,UI0001661,FAC0047,2022,2022-05,12646.77,20,24428,2707.53,559,2782.59,10430.8,GO,0.0536,4.9345
BANK02,,67555,3.6209,2.1726,UI0001662,FAC0047,2022,2022-06,18564.14,40,28971,3094.32,1054,4698.94,27022.0,I-REC,0.0536,5.8521
BANK02,,73566,3.9431,1.9716,UI0001663,FAC0047,2022,2022-07,22453.42,50,31944,3536.66,669,2607.49,36783.0,GO,0.0536,6.4527
BANK02,,70309,3.7686,2.638,UI0001664,FAC0047,2022,2022-08,13703.49,30,30640,2411.27,1122,3992.43,21092.7,GO,0.0536,6.1893
BANK02,,60383,3.2365,1.9419,UI0001665,FAC0047,2022,2022-09,15237.63,40,27541,2110.87,1161,4922.2,24153.2,I-REC,0.0536,5.5633
BANK02,,58232,3.1212,2.497,UI0001666,FAC0047,2022,2022-10,14009.08,20,28605,2988.54,1096,4673.0,11646.4,GO,0.0536,5.7782
BANK02,,58478,3.1344,1.5672,UI0001667,FAC0047,2022,2022-11,17579.65,50,28410,2177.06,973,3712.84,29239.0,I-REC,0.0536,5.7388
BANK02,,80142,4.2956,2.5774,UI0001668,FAC0047,2022,2022-12,23769.51,40,32401,3285.6,809,2715.02,32056.8,GO,0.0536,6.545
BANK02,,79094,4.1129,2.0564,UI0001669,FAC0047,2023,2023-01,20978.29,50,33428,2849.88,781,3770.44,39547.0,GO,0.052,6.7525
BANK02,,73794,3.8373,2.3024,UI0001670,FAC0047,2023,2023-02,18712.52,40,31212,3691.81,1062,4439.11,29517.6,GO,0.052,6.3048
BANK02,,56159,2.9203,1.7522,UI0001671,FAC0047,2023,2023-03,15594.11,40,25943,2022.72,763,2605.16,22463.6,I-REC,0.052,5.2405
BANK02,,58840,3.0597,1.2239,UI0001672,FAC0047,2023,2023-04,13458.37,60,25506,3205.44,786,3451.49,35304.0,GO,0.052,5.1522
BANK02,,51010,2.6525,1.5915,UI0001673,FAC0047,2023,2023-05,12192.55,40,24088,1889.4,1158,5413.83,20404.0,GO,0.052,4.8658
BANK02,,61832,3.2153,1.6076,UI0001674,FAC0047,2023,2023-06,16136.63,50,31886,3915.66,853,2636.47,30916.0,GO,0.052,6.441
BANK02,,70105,3.6455,2.1873,UI0001675,FAC0047,2023,2023-07,18521.23,40,33264,4074.22,663,2481.7,28042.0,GO,0.052,6.7193
BANK02,,71284,3.7068,1.4827,UI0001676,FAC0047,2023,2023-08,21850.88,60,31198,3975.34,729,2528.78,42770.4,I-REC,0.052,6.302
BANK02,,56347,2.93,2.051,UI0001677,FAC0047,2023,2023-09,11350.58,30,25946,3361.12,1008,5038.37,16904.1,I-REC,0.052,5.2411
BANK02,,52148,2.7117,1.3558,UI0001678,FAC0047,2023,2023-10,15060.73,50,26182,3467.5,598,1920.59,26074.0,GO,0.052,5.2888
BANK02,,58679,3.0513,1.8308,UI0001679,FAC0047,2023,2023-11,13212.98,40,23313,3068.94,902,2826.45,23471.6,GO,0.052,4.7092
BANK02,,77212,4.015,2.0075,UI0001680,FAC0047,2023,2023-12,22892.59,50,37285,4874.46,1135,5443.53,38606.0,I-REC,0.052,7.5316
BANK02,,78059,3.942,1.971,UI0001681,FAC0047,2024,2024-01,21773.28,50,30706,3021.69,971,2985.48,39029.5,I-REC,0.0505,6.2026
BANK02,,75049,3.79,1.516,UI0001682,FAC0047,2024,2024-02,17270.35,60,32631,2507.26,883,3016.17,45029.4,GO,0.0505,6.5915
BANK02,,57114,2.8843,1.1537,UI0001683,FAC0047,2024,2024-03,13395.84,60,23756,2953.31,657,2763.48,34268.4,GO,0.0505,4.7987
BANK02,,48839,2.4664,0.7399,UI0001684,FAC0047,2024,2024-04,12355.5,70,26356,3204.4,815,3708.53,34187.3,I-REC,0.0505,5.3239
BANK02,,55480,2.8017,1.1207,UI0001685,FAC0047,2024,2024-05,12800.94,60,25750,3223.34,787,3208.41,33288.0,I-REC,0.0505,5.2015
BANK02,,61373,3.0993,1.5497,UI0001686,FAC0047,2024,2024-06,17084.19,50,29193,2985.37,988,4220.84,30686.5,GO,0.0505,5.897
BANK02,,71387,3.605,2.163,UI0001687,FAC0047,2024,2024-07,17032.59,40,29505,3115.01,1133,3549.79,28554.8,GO,0.0505,5.96
BANK02,,62307,3.1465,0.944,UI0001688,FAC0047,2024,2024-08,15165.21,70,33382,3454.21,815,2666.82,43614.9,GO,0.0505,6.7432
BANK02,,53932,2.7236,1.6341,UI0001689,FAC0047,2024,2024-09,15041.02,40,23629,1952.18,697,2275.85,21572.8,GO,0.0505,4.7731
BANK02,,50605,2.5556,1.0222,UI0001690,FAC0047,2024,2024-10,9775.27,60,23351,2642.66,1069,5087.5,30363.0,I-REC,0.0505,4.7169
BANK02,,57839,2.9209,0.8763,UI0001691,FAC0047,2024,2024-11,15866.35,70,23645,2061.71,1042,4654.65,40487.3,GO,0.0505,4.7763
BANK02,,71260,3.5986,2.1592,UI0001692,FAC0047,2024,2024-12,19299.62,40,32054,2939.36,511,1807.36,28504.0,GO,0.0505,6.4749
BANK02,,217483,32.4702,19.4821,UI0001693,FAC0048,2022,2022-01,43875.5,40,114513,15913.58,646,1977.82,86993.2,I-REC,0.1493,23.1316
BANK02,,235466,35.1551,21.093,UI0001694,FAC0048,2022,2022-02,42625.28,40,99291,11127.01,632,2451.17,94186.4,GO,0.1493,20.0568
BANK02,,164966,24.6294,12.3147,UI0001695,FAC0048,2022,2022-03,44876.0,50,84667,11734.1,335,1284.07,82483.0,I-REC,0.1493,17.1027
BANK02,,162345,24.2381,19.3905,UI0001696,FAC0048,2022,2022-04,36243.54,20,80245,7591.88,528,2239.77,32469.0,I-REC,0.1493,16.2095
BANK02,,174114,25.9952,20.7962,UI0001697,FAC0048,2022,2022-05,39138.85,20,71648,9182.21,375,1225.68,34822.8,I-REC,0.1493,14.4729
BANK02,,221897,33.1292,26.5034,UI0001698,FAC0048,2022,2022-06,55740.51,20,105317,13451.68,571,2153.29,44379.4,GO,0.1493,21.274
BANK02,,190198,28.3966,22.7172,UI0001699,FAC0048,2022,2022-07,51357.38,20,103623,9562.48,609,2216.18,38039.6,GO,0.1493,20.9318
BANK02,,198139,29.5822,20.7075,UI0001700,FAC0048,2022,2022-08,36642.35,30,100699,13793.42,535,1863.79,59441.7,I-REC,0.1493,20.3412
BANK02,,166027,24.7878,12.3939,UI0001701,FAC0048,2022,2022-09,43829.93,50,76618,9521.76,531,2198.18,83013.5,GO,0.1493,15.4768
BANK02,,160977,24.0339,14.4203,UI0001702,FAC0048,2022,2022-10,31068.74,40,79061,5896.35,336,1560.87,64390.8,I-REC,0.1493,15.9703
BANK02,,179636,26.8197,18.7738,UI0001703,FAC0048,2022,2022-11,52037.29,30,73640,6729.82,568,2022.58,53890.8,GO,0.1493,14.8753
BANK02,,232645,34.7339,17.3669,UI0001704,FAC0048,2022,2022-12,63807.23,50,97285,10299.28,299,1009.32,116322.5,GO,0.1493,19.6516
BANK02,,218181,31.6362,18.9817,UI0001705,FAC0048,2023,2023-01,68360.05,40,96422,8486.56,418,1649.13,87272.4,GO,0.145,19.4772
BANK02,,204513,29.6544,11.8618,UI0001706,FAC0048,2023,2023-02,62653.41,60,111916,9827.13,508,1561.88,122707.8,GO,0.145,22.607
BANK02,,164453,23.8457,14.3074,UI0001707,FAC0048,2023,2023-03,36146.61,40,81650,9873.29,622,2085.68,65781.2,GO,0.145,16.4933
BANK02,,181420,26.3059,13.1529,UI0001708,FAC0048,2023,2023-04,33184.49,50,83747,7439.18,519,1909.95,90710.0,I-REC,0.145,16.9169
BANK02,,177724,25.77,12.885,UI0001709,FAC0048,2023,2023-05,47137.56,50,78101,10273.38,437,2116.1,88862.0,I-REC,0.145,15.7764
BANK02,,217653,31.5597,12.6239,UI0001710,FAC0048,2023,2023-06,63757.88,60,100871,11333.2,397,1953.37,130591.8,GO,0.145,20.3759
BANK02,,194837,28.2514,11.3005,UI0001711,FAC0048,2023,2023-07,46114.03,60,88536,6475.18,538,2106.71,116902.2,GO,0.145,17.8843
BANK02,,215984,31.3177,15.6588,UI0001712,FAC0048,2023,2023-08,47161.32,50,94430,10248.82,300,1469.72,107992.0,GO,0.145,19.0749
BANK02,,157042,22.7711,9.1084,UI0001713,FAC0048,2023,2023-09,42931.31,60,73442,7795.44,412,1593.32,94225.2,I-REC,0.145,14.8353
BANK02,,164964,23.9198,9.5679,UI0001714,FAC0048,2023,2023-10,30072.3,60,77505,9227.41,529,2071.12,98978.4,I-REC,0.145,15.656
BANK02,,178407,25.869,10.3476,UI0001715,FAC0048,2023,2023-11,46705.86,60,79098,6007.51,646,2275.03,107044.2,GO,0.145,15.9778
BANK02,,219523,31.8308,19.0985,UI0001716,FAC0048,2023,2023-12,64052.18,40,93970,8292.82,309,1514.96,87809.2,I-REC,0.145,18.9819
BANK02,,227130,31.9799,9.594,UI0001717,FAC0048,2024,2024-01,56160.35,70,109442,10407.36,339,1309.99,158991.0,I-REC,0.1408,22.1073
BANK02,,210145,29.5884,8.8765,UI0001718,FAC0048,2024,2024-02,65589.53,70,103559,12223.66,329,1239.91,147101.5,I-REC,0.1408,20.9189
BANK02,,168595,23.7382,11.8691,UI0001719,FAC0048,2024,2024-03,35171.86,50,71762,8511.02,651,3215.49,84297.5,I-REC,0.1408,14.4959
BANK02,,158985,22.3851,8.954,UI0001720,FAC0048,2024,2024-04,29032.33,60,81211,11235.41,690,3348.37,95391.0,I-REC,0.1408,16.4046
BANK02,,157557,22.184,6.6552,UI0001721,FAC0048,2024,2024-05,37371.57,70,81539,9745.43,555,2543.0,110289.9,I-REC,0.1408,16.4709
BANK02,,188782,26.5805,10.6322,UI0001722,FAC0048,2024,2024-06,57800.09,60,89227,11213.9,317,1226.56,113269.2,I-REC,0.1408,18.0239
BANK02,,198455,27.9425,11.177,UI0001723,FAC0048,2024,2024-07,57991.57,60,95857,7544.52,532,2616.34,119073.0,I-REC,0.1408,19.3631
BANK02,,213338,30.038,15.019,UI0001724,FAC0048,2024,2024-08,54496.86,50,88993,11657.24,689,3443.61,106669.0,I-REC,0.1408,17.9766
BANK02,,160941,22.6605,9.0642,UI0001725,FAC0048,2024,2024-09,40554.35,60,70431,8822.96,448,1907.75,96564.6,I-REC,0.1408,14.2271
BANK02,,171809,24.1907,12.0954,UI0001726,FAC0048,2024,2024-10,49175.81,50,71591,7052.02,556,2289.93,85904.5,GO,0.1408,14.4614
BANK02,,148659,20.9312,8.3725,UI0001727,FAC0048,2024,2024-11,31352.61,60,73641,8866.84,427,1353.23,89195.4,GO,0.1408,14.8755
BANK02,,229479,32.3106,9.6932,UI0001728,FAC0048,2024,2024-12,60617.22,70,107529,8159.75,355,1637.62,160635.3,GO,0.1408,21.7209
BANK02,,104919,5.6237,3.3742,UI0001729,FAC0049,2022,2022-01,21050.97,40,42339,5536.92,1988,8779.46,41967.6,GO,0.0536,8.5525
BANK02,,101070,5.4174,4.3339,UI0001730,FAC0049,2022,2022-02,30807.62,20,47255,4588.95,2873,11003.33,20214.0,GO,0.0536,9.5455
BANK02,,69566,3.7287,2.2372,UI0001731,FAC0049,2022,2022-03,15483.04,40,33114,2969.93,2232,9503.27,27826.4,GO,0.0536,6.689
BANK02,,72723,3.898,2.7286,UI0001732,FAC0049,2022,2022-04,15458.59,30,35331,3801.8,2566,11158.33,21816.9,I-REC,0.0536,7.1369
BANK02,,71078,3.8098,1.9049,UI0001733,FAC0049,2022,2022-05,13677.46,50,33312,3996.92,2265,10159.81,35539.0,GO,0.0536,6.729
BANK02,,84954,4.5535,2.2768,UI0001734,FAC0049,2022,2022-06,18877.07,50,46408,6063.07,3024,11860.03,42477.0,I-REC,0.0536,9.3744
BANK02,,100614,5.3929,3.775,UI0001735,FAC0049,2022,2022-07,23577.62,30,40289,5480.27,2215,8614.12,30184.2,I-REC,0.0536,8.1384
BANK02,,89911,4.8192,2.4096,UI0001736,FAC0049,2022,2022-08,26426.68,50,39152,3466.82,2598,10370.15,44955.5,GO,0.0536,7.9087
BANK02,,80597,4.32,2.592,UI0001737,FAC0049,2022,2022-09,21842.5,40,34384,4671.63,1947,9109.28,32238.8,I-REC,0.0536,6.9456
BANK02,,79672,4.2704,2.9893,UI0001738,FAC0049,2022,2022-10,19317.08,30,32719,3343.19,2102,7372.76,23901.6,GO,0.0536,6.6092
BANK02,,81399,4.363,3.0541,UI0001739,FAC0049,2022,2022-11,20078.51,30,31937,3276.77,2862,11777.55,24419.7,GO,0.0536,6.4513
BANK02,,97437,5.2226,2.6113,UI0001740,FAC0049,2022,2022-12,23285.01,50,44818,4250.02,1714,6198.25,48718.5,I-REC,0.0536,9.0532
BANK02,,98759,5.1355,2.5677,UI0001741,FAC0049,2023,2023-01,28206.89,50,43319,5356.7,1596,6868.36,49379.5,I-REC,0.052,8.7504
BANK02,,94022,4.8891,3.4224,UI0001742,FAC0049,2023,2023-02,25392.42,30,47211,3458.48,1539,7236.7,28206.6,I-REC,0.052,9.5366
BANK02,,78463,4.0801,2.04,UI0001743,FAC0049,2023,2023-03,22098.02,50,36613,2947.39,2137,9594.55,39231.5,GO,0.052,7.3958
BANK02,,78221,4.0675,2.0337,UI0001744,FAC0049,2023,2023-04,21249.3,50,33482,3334.36,2428,8478.58,39110.5,I-REC,0.052,6.7634
BANK02,,81688,4.2478,2.5487,UI0001745,FAC0049,2023,2023-05,25470.98,40,37425,3745.82,3075,9421.13,32675.2,GO,0.052,7.5598
BANK02,,94893,4.9344,3.4541,UI0001746,FAC0049,2023,2023-06,20537.88,30,45756,3295.49,2880,14397.35,28467.9,I-REC,0.052,9.2427
BANK02,,95869,4.9852,2.4926,UI0001747,FAC0049,2023,2023-07,25106.94,50,38614,4739.58,2829,10533.35,47934.5,I-REC,0.052,7.8
BANK02,,90094,4.6849,1.874,UI0001748,FAC0049,2023,2023-08,26730.6,60,38686,5398.76,2741,8698.64,54056.4,GO,0.052,7.8146
BANK02,,68926,3.5842,1.4337,UI0001749,FAC0049,2023,2023-09,20006.31,60,37238,3327.88,2385,9188.86,41355.6,GO,0.052,7.5221
BANK02,,72074,3.7478,2.6235,UI0001750,FAC0049,2023,2023-10,18126.74,30,33227,4103.14,2282,8709.77,21622.2,GO,0.052,6.7119
BANK02,,74694,3.8841,1.5536,UI0001751,FAC0049,2023,2023-11,17626.69,60,31109,3595.05,2800,12779.05,44816.4,I-REC,0.052,6.284
BANK02,,97526,5.0714,3.5499,UI0001752,FAC0049,2023,2023-12,27663.48,30,49639,5948.79,2776,10375.91,29257.8,I-REC,0.052,10.0271
BANK02,,94786,4.7867,2.872,UI0001753,FAC0049,2024,2024-01,20727.02,40,46072,3754.18,2142,7422.76,37914.4,I-REC,0.0505,9.3065
BANK02,,92603,4.6765,2.3382,UI0001754,FAC0049,2024,2024-02,23103.81,50,47242,6310.53,2521,11875.75,46301.5,GO,0.0505,9.5429
BANK02,,70685,3.5696,1.0709,UI0001755,FAC0049,2024,2024-03,14452.46,70,36165,2925.37,2723,9548.89,49479.5,GO,0.0505,7.3053
BANK02,,71258,3.5985,1.0796,UI0001756,FAC0049,2024,2024-04,16578.42,70,31952,2926.26,1596,5769.63,49880.6,I-REC,0.0505,6.4543
BANK02,,78789,3.9788,2.3873,UI0001757,FAC0049,2024,2024-05,16976.37,40,31931,3874.07,2553,10213.75,31515.6,I-REC,0.0505,6.4501
BANK02,,83740,4.2289,2.1144,UI0001758,FAC0049,2024,2024-06,15104.42,50,41030,3812.18,3074,10835.58,41870.0,I-REC,0.0505,8.2881
BANK02,,82582,4.1704,2.0852,UI0001759,FAC0049,2024,2024-07,25458.82,50,44962,3858.42,2849,11421.92,41291.0,I-REC,0.0505,9.0823
BANK02,,92306,4.6615,1.3984,UI0001760,FAC0049,2024,2024-08,21960.22,70,44202,5958.3,3317,15686.28,64614.2,GO,0.0505,8.9288
BANK02,,73086,3.6908,1.8454,UI0001761,FAC0049,2024,2024-09,22555.38,50,31133,2345.71,1600,6957.81,36543.0,I-REC,0.0505,6.2889
BANK02,,66181,3.3421,1.3369,UI0001762,FAC0049,2024,2024-10,20257.89,60,32894,4537.22,2140,9726.07,39708.6,I-REC,0.0505,6.6446
BANK02,,73899,3.7319,1.4928,UI0001763,FAC0049,2024,2024-11,19899.33,60,31018,3677.61,1828,7271.64,44339.4,I-REC,0.0505,6.2656
BANK02,,99860,5.0429,3.0258,UI0001764,FAC0049,2024,2024-12,29282.79,40,43753,4663.02,2613,11527.94,39944.0,I-REC,0.0505,8.8381
BANK02,,135062,7.2393,3.6197,UI0001765,FAC0050,2022,2022-01,30556.55,50,65901,8338.82,2960,13849.86,67531.0,I-REC,0.0536,13.312
BANK02,,142773,7.6526,5.3568,UI0001766,FAC0050,2022,2022-02,29999.25,30,55512,4684.51,2150,10121.4,42831.9,GO,0.0536,11.2134
BANK02,,99539,5.3353,4.2682,UI0001767,FAC0050,2022,2022-03,25549.91,20,43444,5219.94,2686,8278.53,19907.8,I-REC,0.0536,8.7757
BANK02,,89129,4.7773,2.8664,UI0001768,FAC0050,2022,2022-04,26851.07,40,42406,3529.68,2278,7413.23,35651.6,GO,0.0536,8.566
BANK02,,99913,5.3553,3.7487,UI0001769,FAC0050,2022,2022-05,19422.24,30,48008,5404.67,1886,7053.55,29973.9,I-REC,0.0536,9.6976
BANK02,,118687,6.3616,5.0893,UI0001770,FAC0050,2022,2022-06,35328.17,20,58949,7161.44,3069,9830.65,23737.4,GO,0.0536,11.9077
BANK02,,109122,5.8489,4.0943,UI0001771,FAC0050,2022,2022-07,24151.63,30,53135,7402.25,2171,7797.03,32736.6,GO,0.0536,10.7333
BANK02,,117211,6.2825,3.7695,UI0001772,FAC0050,2022,2022-08,27045.51,40,51836,6709.04,1481,7263.62,46884.4,I-REC,0.0536,10.4709
BANK02,,94318,5.0554,3.0333,UI0001773,FAC0050,2022,2022-09,20896.77,40,40987,4159.55,1437,5842.34,37727.2,I-REC,0.0536,8.2794
BANK02,,101185,5.4235,2.7118,UI0001774,FAC0050,2022,2022-10,23320.99,50,41537,4503.94,1416,6127.44,50592.5,GO,0.0536,8.3905
BANK02,,94164,5.0472,2.5236,UI0001775,FAC0050,2022,2022-11,20078.9,50,44759,5640.32,2649,9671.69,47082.0,GO,0.0536,9.0413
BANK02,,140513,7.5315,5.272,UI0001776,FAC0050,2022,2022-12,37048.93,30,55621,4276.12,2324,8861.92,42153.9,GO,0.0536,11.2354
BANK02,,130737,6.7983,4.079,UI0001777,FAC0050,2023,2023-01,24540.73,40,63773,5833.64,1806,5714.31,52294.8,I-REC,0.052,12.8821
BANK02,,130845,6.8039,2.7216,UI0001778,FAC0050,2023,2023-02,41351.97,60,61754,8289.87,1515,6812.09,78507.0,GO,0.052,12.4743
BANK02,,105115,5.466,3.8262,UI0001779,FAC0050,2023,2023-03,19787.09,30,43190,5302.13,2426,11354.66,31534.5,I-REC,0.052,8.7244
BANK02,,99748,5.1869,2.5934,UI0001780,FAC0050,2023,2023-04,19825.88,50,44481,5417.95,1567,5968.7,49874.0,I-REC,0.052,8.9852
BANK02,,88993,4.6276,2.7766,UI0001781,FAC0050,2023,2023-05,24578.26,40,47117,5385.35,2975,11895.37,35597.2,GO,0.052,9.5176
BANK02,,127200,6.6144,2.6458,UI0001782,FAC0050,2023,2023-06,37777.4,60,53021,5821.37,2487,9358.37,76320.0,I-REC,0.052,10.7102
BANK02,,108878,5.6617,2.2647,UI0001783,FAC0050,2023,2023-07,28331.25,60,54395,7357.9,2453,7782.63,65326.8,I-REC,0.052,10.9878
BANK02,,105547,5.4884,2.7442,UI0001784,FAC0050,2023,2023-08,26272.62,50,52406,6456.65,1741,7142.52,52773.5,I-REC,0.052,10.586
BANK02,,95023,4.9412,3.4588,UI0001785,FAC0050,2023,2023-09,17724.42,30,46048,5303.68,1612,6329.69,28506.9,I-REC,0.052,9.3017
BANK02,,102490,5.3295,3.1977,UI0001786,FAC0050,2023,2023-10,22094.02,40,44768,3733.48,2425,9520.94,40996.0,GO,0.052,9.0431
BANK02,,88623,4.6084,2.3042,UI0001787,FAC0050,2023,2023-11,18263.19,50,45221,5435.8,1489,4600.1,44311.5,I-REC,0.052,9.1346
BANK02,,132348,6.8821,4.8175,UI0001788,FAC0050,2023,2023-12,36913.13,30,59135,4749.69,2976,12688.19,39704.4,GO,0.052,11.9453
BANK02,,125670,6.3463,2.5385,UI0001789,FAC0050,2024,2024-01,32339.73,60,52219,4289.54,2007,9775.31,75402.0,GO,0.0505,10.5482
BANK02,,117300,5.9237,2.3695,UI0001790,FAC0050,2024,2024-02,35670.61,60,52183,4615.29,2723,13367.86,70380.0,I-REC,0.0505,10.541
BANK02,,92057,4.6489,2.7893,UI0001791,FAC0050,2024,2024-03,25824.05,40,47523,3404.1,3048,14451.33,36822.8,I-REC,0.0505,9.5996
BANK02,,96480,4.8722,1.9489,UI0001792,FAC0050,2024,2024-04,23250.83,60,47456,6520.72,2370,8340.43,57888.0,GO,0.0505,9.5861
BANK02,,85219,4.3036,1.7214,UI0001793,FAC0050,2024,2024-05,20486.49,60,46836,3719.6,1917,7724.83,51131.4,I-REC,0.0505,9.4609
BANK02,,114649,5.7898,1.7369,UI0001794,FAC0050,2024,2024-06,26216.01,70,53090,6307.52,2239,10797.9,80254.3,GO,0.0505,10.7242
BANK02,,117433,5.9304,1.7791,UI0001795,FAC0050,2024,2024-07,31972.34,70,56492,4161.92,1464,6286.87,82203.1,I-REC,0.0505,11.4114
BANK02,,123673,6.2455,3.7473,UI0001796,FAC0050,2024,2024-08,39441.87,40,49162,6192.22,2383,11286.54,49469.2,GO,0.0505,9.9307
BANK02,,95004,4.7977,1.9191,UI0001797,FAC0050,2024,2024-09,25951.03,60,39105,3961.54,1828,8709.35,57002.4,GO,0.0505,7.8992
BANK02,,98718,4.9853,2.9912,UI0001798,FAC0050,2024,2024-10,20634.43,40,44363,3481.95,1713,7609.25,39487.2,GO,0.0505,8.9613
BANK02,,89374,4.5134,1.8054,UI0001799,FAC0050,2024,2024-11,25219.5,60,47653,5204.11,2374,11636.11,53624.4,I-REC,0.0505,9.6259
BANK02,,127011,6.4141,3.8484,UI0001800,FAC0050,2024,2024-12,27478.34,40,55597,7039.78,2378,10611.0,50804.4,I-REC,0.0505,11.2306
BANK03,,473917,43.9321,30.7525,UI0001801,FAC0051,2022,2022-01,124352.67,30,189724,25003.6,376,1847.9,142175.1,GO,0.0927,38.3242
BANK03,,426309,39.5188,23.7113,UI0001802,FAC0051,2022,2022-02,120227.58,40,188991,14897.52,255,1137.38,170523.6,I-REC,0.0927,38.1762
BANK03,,325241,30.1498,15.0749,UI0001803,FAC0051,2022,2022-03,95639.38,50,159563,17074.91,318,1443.86,162620.5,I-REC,0.0927,32.2317
BANK03,,347471,32.2106,22.5474,UI0001804,FAC0051,2022,2022-04,91391.88,30,145250,11863.43,455,2069.61,104241.3,I-REC,0.0927,29.3405
BANK03,,354280,32.8418,22.9892,UI0001805,FAC0051,2022,2022-05,89836.62,30,151355,12340.35,296,1205.62,106284.0,I-REC,0.0927,30.5737
BANK03,,358365,33.2204,23.2543,UI0001806,FAC0051,2022,2022-06,76821.17,30,193409,16377.26,404,1564.93,107509.5,GO,0.0927,39.0686
BANK03,,398833,36.9718,22.1831,UI0001807,FAC0051,2022,2022-07,109843.06,40,177937,22816.19,406,1611.79,159533.2,GO,0.0927,35.9433
BANK03,,390836,36.2305,18.1152,UI0001808,FAC0051,2022,2022-08,85591.47,50,183535,23147.38,243,835.34,195418.0,GO,0.0927,37.0741
BANK03,,356515,33.0489,16.5245,UI0001809,FAC0051,2022,2022-09,80879.43,50,157345,11888.12,419,1556.51,178257.5,I-REC,0.0927,31.7837
BANK03,,306173,28.3822,17.0293,UI0001810,FAC0051,2022,2022-10,84416.51,40,163465,19556.68,339,1423.6,122469.2,I-REC,0.0927,33.0199
BANK03,,303435,28.1284,16.8771,UI0001811,FAC0051,2022,2022-11,77449.62,40,150398,15342.82,434,1541.94,121374.0,GO,0.0927,30.3804
BANK03,,474780,44.0121,22.0061,UI0001812,FAC0051,2022,2022-12,130918.97,50,182951,25392.36,438,1451.09,237390.0,I-REC,0.0927,36.9561
BANK03,,420755,37.868,26.5076,UI0001813,FAC0051,2023,2023-01,122266.04,30,206641,23416.0,502,1932.1,126226.5,I-REC,0.09,41.7415
BANK03,,411468,37.0321,18.5161,UI0001814,FAC0051,2023,2023-02,78208.47,50,187299,17807.14,365,1563.17,205734.0,GO,0.09,37.8344
BANK03,,307072,27.6365,11.0546,UI0001815,FAC0051,2023,2023-03,65486.67,60,135860,16382.51,364,1757.04,184243.2,GO,0.09,27.4437
BANK03,,290421,26.1379,15.6827,UI0001816,FAC0051,2023,2023-04,54757.01,40,160720,12490.84,348,1589.86,116168.4,I-REC,0.09,32.4654
BANK03,,340675,30.6608,12.2643,UI0001817,FAC0051,2023,2023-05,92428.22,60,135102,10925.21,470,2276.65,204405.0,I-REC,0.09,27.2906
BANK03,,362352,32.6117,19.567,UI0001818,FAC0051,2023,2023-06,80711.5,40,180913,21057.78,477,1590.69,144940.8,I-REC,0.09,36.5444
BANK03,,380840,34.2756,17.1378,UI0001819,FAC0051,2023,2023-07,91792.02,50,181956,21578.35,416,2042.49,190420.0,GO,0.09,36.7551
BANK03,,413833,37.245,18.6225,UI0001820,FAC0051,2023,2023-08,74959.61,50,193512,16308.94,544,2622.07,206916.5,GO,0.09,39.0894
BANK03,,322574,29.0317,17.419,UI0001821,FAC0051,2023,2023-09,77872.17,40,134693,11710.31,507,2326.68,129029.6,GO,0.09,27.208
BANK03,,320879,28.8791,20.2154,UI0001822,FAC0051,2023,2023-10,99471.25,30,144364,13402.86,473,1676.85,96263.7,GO,0.09,29.1615
BANK03,,343460,30.9114,12.3646,UI0001823,FAC0051,2023,2023-11,63789.59,60,142738,18889.54,422,1674.97,206076.0,I-REC,0.09,28.8331
BANK03,,405739,36.5165,21.9099,UI0001824,FAC0051,2023,2023-12,101194.62,40,206135,15123.19,550,2016.03,162295.6,I-REC,0.09,41.6393
BANK03,,392527,34.3069,13.7227,UI0001825,FAC0051,2024,2024-01,104948.81,60,208843,15539.52,506,2124.49,235516.2,I-REC,0.0874,42.1863
BANK03,,388102,33.9201,10.176,UI0001826,FAC0051,2024,2024-02,94007.09,70,193658,22049.44,547,2387.98,271671.4,GO,0.0874,39.1189
BANK03,,331728,28.993,17.3958,UI0001827,FAC0051,2024,2024-03,100555.73,40,140443,19163.11,250,1234.92,132691.2,I-REC,0.0874,28.3695
BANK03,,326701,28.5537,14.2768,UI0001828,FAC0051,2024,2024-04,84286.11,50,154456,20119.85,442,1921.44,163350.5,I-REC,0.0874,31.2001
BANK03,,309895,27.0848,16.2509,UI0001829,FAC0051,2024,2024-05,95443.33,40,155176,15058.19,410,1571.76,123958.0,GO,0.0874,31.3456
BANK03,,360683,31.5237,12.6095,UI0001830,FAC0051,2024,2024-06,79494.53,60,180224,17604.22,363,1412.66,216409.8,I-REC,0.0874,36.4052
BANK03,,390651,34.1429,13.6572,UI0001831,FAC0051,2024,2024-07,74812.03,60,188158,23461.3,500,2062.58,234390.6,GO,0.0874,38.0079
BANK03,,387593,33.8756,10.1627,UI0001832,FAC0051,2024,2024-08,95990.67,70,162323,15570.47,397,1312.62,271315.1,I-REC,0.0874,32.7892
